Title,Creator,Publisher,Provider,Spatial Coverage,Bounding Box,Geometry,Centroid,Member Of,Is Part Of,ID,Identifier,Code
CMAP (Chicago Metropolitan Agency for Planning) Data Hub,,CMAP (Chicago Metropolitan Agency for Planning) Data Hub,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023","POLYGON((-87.940 42.023, -87.524 42.023, -87.524 41.644, -87.940 41.644, -87.940 42.023))","41.8335,-87.732",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,12f-01,https://datahub.cmap.illinois.gov,12f-01
Columbus GIS,,Ohio--Columbus,,Ohio--Columbus|Ohio,"-83.150,39.900,-82.850,40.080","POLYGON((-83.150 40.080, -82.850 40.080, -82.850 39.900, -83.150 39.900, -83.150 40.080))","39.989999999999995,-83.0",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11c-02,https://opendata.columbus.gov,11c-02
Cook Central,,Illinois--Cook County,,Illinois--Cook County|Illinois,"-88.263,41.470,-87.523,42.154","POLYGON((-88.263 42.154, -87.523 42.154, -87.523 41.470, -88.263 41.470, -88.263 42.154))","41.812,-87.893",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,12b-17031,https://hub-cookcountyil.opendata.arcgis.com,12b-17031
Cook County Open Data,,Illinois--Cook County,,Illinois--Cook County|Illinois,"-88.264,41.470,-87.524,42.154","POLYGON((-88.264 42.154, -87.524 42.154, -87.524 41.470, -88.264 41.470, -88.264 42.154))","41.812,-87.894",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,12b-17031-2,https://datacatalog.cookcountyil.gov,12b-17031-2
Cook County Open GIS Data,,Minnesota--Cook County,,Minnesota--Cook County|Minnesota,"-91.032,47.485,-89.582,48.246","POLYGON((-91.032 48.246, -89.582 48.246, -89.582 47.485, -91.032 47.485, -91.032 48.246))","47.8655,-90.30699999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27031,https://open-data-portal-cookcountymn.hub.arcgis.com/,05b-27031
COVID-19 Housing Protection Legislation & Housing Justice Action,,Anti-Eviction Mapping Project,,,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",,,cb23008b-695c-471f-a916-84da0fd6af17,https://covid19.antievictionmap.com/#lat=20&lng=40&z=3&states=true&cities=true&nations=true&rentstrike=true/,w00_01
Crawford County Open Data,,Pennsylvania--Crawford County,,Pennsylvania--Crawford County|Pennsylvania,"-80.519,41.480,-79.612,41.852","POLYGON((-80.519 41.852, -79.612 41.852, -79.612 41.480, -80.519 41.480, -80.519 41.852))","41.666,-80.0655",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08b-42039,https://share-open-data-crawfordcountypa.opendata.arcgis.com,08b-42039
Crow Wing County GIS Hub,,Minnesota--Crow Wing County,,Minnesota--Crow Wing County|Minnesota,"-94.396,46.156,-93.776,46.806","POLYGON((-94.396 46.806, -93.776 46.806, -93.776 46.156, -94.396 46.156, -94.396 46.806))","46.480999999999995,-94.086",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27035,https://hub-cwccm.hub.arcgis.com/,05b-27035
Cuyahoga County Open Data,,Ohio--Cuyahoga County,,Ohio--Cuyahoga County|Ohio,"-81.971,41.275,-81.375,41.640","POLYGON((-81.971 41.640, -81.375 41.640, -81.375 41.275, -81.971 41.275, -81.971 41.640))","41.457499999999996,-81.673",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39035,https://data-cuyahoga.opendata.arcgis.com,11b-39035
Dallas County Data Download,,,,Iowa--Dallas County|Iowa,"-94.281,41.503,-93.790,41.864","POLYGON((-94.281 41.864, -93.790 41.864, -93.790 41.503, -94.281 41.503, -94.281 41.864))","41.683499999999995,-94.03550000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03b-19049,https://www.dallascountyiowa.gov/208/Data-Download,w00_01
Dartmouth Atlas Data,Dartmouth Atlas of Health Care,Dartmouth College,,United States,"-168.430,17.085,-64.356,71.589","POLYGON((-168.430 71.589, -64.356 71.589, -64.356 17.085, -168.430 17.085, -168.430 71.589))","44.337,-116.393",b0153110-e455-4ced-9114-9b13250a7093,,77d-0003,https://data.dartmouthatlas.org,w00_01
Data Downloads - Montgomery Planning,,Maryland National Capital Parks and Planning Commission,,Maryland--Montgomery County|Maryland,"-77.528,38.934,-76.888,39.353","POLYGON((-77.528 39.353, -76.888 39.353, -76.888 38.934, -77.528 38.934, -77.528 39.353))","39.1435,-77.208",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04f-02,https://montgomeryplanning.org/tools/gis-and-mapping/data-downloads/,w00_01
"Data Downloads for Coshocton County, Ohio",,,,Ohio--Coshocton County|Ohio,"-82.196,40.151,-81.616,40.456","POLYGON((-82.196 40.456, -81.616 40.456, -81.616 40.151, -82.196 40.151, -82.196 40.456))","40.3035,-81.906",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39031,https://www.coshoctoncounty.net/taxmap/gis-downloads,w00_01
"Data Downloads for Ottawa County, Ohio",,,,Ohio--Ottawa County|Ohio,"-83.416,41.457,-82.698,41.628","POLYGON((-83.416 41.628, -82.698 41.628, -82.698 41.457, -83.416 41.457, -83.416 41.628))","41.542500000000004,-83.05699999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39123,http://ottawacountyauditor.org/site-links/gis-data-downloads/,w00_01
Data Salem,,Oregon--Salem,,Oregon--Salem|Oregon,"-123.180,44.680,-121.730,45.290","POLYGON((-123.18 45.29, -121.73 45.29, -121.73 44.68, -123.18 44.68, -123.18 45.29))","44.985,-122.45500000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,17c-03,https://data.cityofsalem.net,17c-03
"Data/Downloads for Belmont County, Ohio",,,,Ohio--Belmont County|Ohio,"-81.237,39.850,-80.703,40.173","POLYGON((-81.237 40.173, -80.703 40.173, -80.703 39.850, -81.237 39.850, -81.237 40.173))","40.0115,-80.97",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39013,https://gis.browncountyengineer.org/gisweb/pages/downloads/BROWN-CO-DOWNLOADS.ASP,w00_01
Dauphin County GIS Data Portal,,Pennsylvania--Dauphin County,,Pennsylvania--Dauphin County|Pennsylvania,"-77.029,40.120,-76.535,40.660","POLYGON((-77.029 40.660, -76.535 40.660, -76.535 40.120, -77.029 40.120, -77.029 40.660))","40.39,-76.782",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08b-42043,https://data-dauphinco.opendata.arcgis.com,08b-42043
Defiance County GIS,,,,Ohio--Defiance County|Ohio,"-84.804,41.165,-84.227,41.428","POLYGON((-84.804 41.428, -84.227 41.428, -84.227 41.165, -84.804 41.165, -84.804 41.428))","41.296499999999995,-84.5155",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39039,https://www.defiance-county.com/engineer/GIS.htm,w00_01
Delaware County GIS,,Ohio--Delaware County,,Ohio--Delaware County|Ohio,"-83.250,40.126,-82.745,40.444","POLYGON((-83.250 40.444, -82.745 40.444, -82.745 40.126, -83.250 40.126, -83.250 40.444))","40.285,-82.9975",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39041,https://gisdata-delco.hub.arcgis.com,11b-39041
Delaware Valley Regional Planning Commission (DVRPC),Delaware Valley Regional Planning Commission,Pennsylvania,,Pennsylvania,"-77.137,38.830,-73.971,41.094","POLYGON((-77.137 41.094, -73.971 41.094, -73.971 38.830, -77.137 38.830, -77.137 41.094))","39.962,-75.554",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04f-01,https://dvrpc-dvrpcgis.opendata.arcgis.com,04f-01
Detroit Open Data,,Michigan--Detroit,,Michigan--Detroit|Michigan,"-83.288,42.255,-82.910,42.450","POLYGON((-83.288 42.450, -82.910 42.450, -82.910 42.255, -83.288 42.255, -83.288 42.450))","42.352500000000006,-83.09899999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,07c-01,https://data.detroitmi.gov,07c-01
Digital Sanborn Maps (Black & White) [All States] {1867-1970},Sanborn Map Company,ProQuest Information and Learning,,United States,"-179.9,-14.8,-64.4,71.6","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)))","28.4,-122.15",999-licensed-resources,,999-0011,,999-0011
DigitalCommons@University of Nebraska-Lincoln,University of Nebraska-Lincoln,,University of Nebraska-Lincoln,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,13d-01,https://digitalcommons.unl.edu/,13d-01
"Discover Dane County, WI",,Wisconsin--Dane County,,Wisconsin--Dane County|Wisconsin,"-89.567,42.998,-89.246,43.172","POLYGON((-89.567 43.172, -89.246 43.172, -89.246 42.998, -89.567 42.998, -89.567 43.172))","43.084999999999994,-89.4065",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55025,https://gis-countyofdane.opendata.arcgis.com,10b-55025
Diversity Data Kids,Institute for Equity in Child Opportunity & Healthy Development,Boston University School of Social Work,,United States,"-125.4,24.2,-64.4,49.6","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)),((172.3 51.2, 179.9 51.2, 179.9 53.1, 172.3 53.1, 172.3 51.2)))","36.9,-94.9",b0153110-e455-4ced-9114-9b13250a7093,,1000f-0004,https://data.diversitydatakids.org,w00_01
Dividing the City: Race-Restrictive Covenants in St. Louis and St. Louis County,Colin Gordon|Jay Bowen|University of Iowa Digital Scholarship and Publishing Studio,University of Iowa Digital Scholarship and Publishing Studio,University of Iowa,Missouri--Saint Louis|Missouri--Saint Louis County|Missouri,"-90.736,38.386,-90.118,38.892","POLYGON((-90.736 38.892, -90.118 38.892, -90.118 38.386, -90.736 38.386, -90.736 38.892))","38.639,-90.42699999999999",,,b492921b-eebf-442f-acb4-1dc6b0d21cc8,,03d-02
Donald W. Hamer Center for Maps and Geospatial Information Digital Map Drawer of Penn State Rare Maps,Pennsylvania State University,,Pennsylvania State University,Pennsylvania|World,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,08d-01,https://libraries.psu.edu/about/collections/digital-map-drawer,08d-01
Douglas County GIS Download,,,,Wisconsin--Douglas County|Wisconsin,"-92.294,46.157,-91.551,46.766","POLYGON((-92.294 46.766, -91.551 46.766, -91.551 46.157, -92.294 46.157, -92.294 46.766))","46.4615,-91.9225",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55031,https://www.ci.superior.wi.us/474/Geospatial-Data-GIS,w00_01
Douglas County Mapping and Data Portal,,Washington (State)--Douglas County,,Washington (State)--Douglas County|Washington (State),"-120.320,47.220,-118.950,48.150","POLYGON((-120 47.31, -120 47.22, -120.08 47.23, -120.1 47.25, -120.09 47.34, -120.13 47.37, -120.29 47.39, -120.32 47.47, -120.29 47.54, -120.24 47.58, -120.24 47.63, -120.2 47.68, -120.22 47.72, -120.21 47.75, -120.13 47.78, -120.09 47.76, -119.99 47.78, -119.96 47.85, -119.92 47.87, -119.91 47.9, -119.86 47.94, -119.88 47.97, -119.87 48.01, -119.89 48.06, -119.78 48.09, -119.77 48.1, -119.72 48.08, -119.68 48.09, -119.67 48.07, -119.69 48.03, -119.62 48, -119.5 48.08, -119.44 48.08, -119.4 48.05, -119.34 48.05, -119.33 48.1, -119.31 48.11, -119.25 48.1, -119.13 48.15, -119.05 48.14, -119.03 48.11, -119.01 48.05, -118.95 48.02, -118.98 47.96, -119.1 47.96, -119.1 47.95, -119.13 47.95, -119.13 47.92, -119.21 47.89, -119.21 47.8, -120 47.31))","47.685,-119.63499999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53017,https://explore-douglas-county-data-douglaswa.hub.arcgis.com,16b-53017
Douglas County Open Data Portal,,Minnesota--Douglas County,,Minnesota--Douglas County|Minnesota,"-95.770,45.759,-95.139,46.108","POLYGON((-95.770 46.108, -95.139 46.108, -95.139 45.759, -95.770 45.759, -95.770 46.108))","45.933499999999995,-95.4545",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27041,https://data-dcpw.opendata.arcgis.com/,05b-27041
"Download GIS Data for Clermont County, Ohio",,,,Ohio--Clermont County|Ohio,"-84.320,38.770,-83.993,39.271","POLYGON((-84.320 39.271, -83.993 39.271, -83.993 38.770, -84.320 38.770, -84.320 39.271))","39.0205,-84.1565",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39025,https://gis.clermontcountyohio.gov/download-gis-data/,w00_01
"Downloadable Files from Knox County, Ohio",,"Knox County, Ohio",,Ohio--Knox County|Ohio,"-82.751,40.239,-82.179,40.573","POLYGON((-82.751 40.573, -82.179 40.573, -82.179 40.239, -82.751 40.239, -82.751 40.573))","40.406,-82.465",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39083,https://co.knox.oh.us/tax-map-and-gis/archive-and-downloads/,w00_01
"Downloadable Maps and Data for Hocking County, Ohio",,,,Ohio--Hocking County|Ohio,"-82.749,39.362,-82.159,39.662","POLYGON((-82.749 39.662, -82.159 39.662, -82.159 39.362, -82.749 39.362, -82.749 39.662))","39.512,-82.45400000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39073,https://hocking.oh.gov/publicmaps/index.php,w00_01
"Downloads for Crawford County, Ohio",,,,Ohio--Crawford County|Ohio,"-83.113,40.703,-82.724,40.997","POLYGON((-83.113 40.997, -82.724 40.997, -82.724 40.703, -83.113 40.703, -83.113 40.997))","40.85,-82.9185",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39033,https://beacon.schneidercorp.com/Application.aspx?AppID=853&LayerID=16691&PageTypeID=16&PageID=7411&Q=291215914,w00_01
DuPage County GIS,,Illinois--DuPage County,,Illinois--DuPage County|Illinois,"-88.263,41.685,-87.914,41.994","POLYGON((-88.263 41.994, -87.914 41.994, -87.914 41.685, -88.263 41.685, -88.263 41.994))","41.8395,-88.08850000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,12b-17043,https://gisdata-dupage.opendata.arcgis.com,12b-17043
Early Modern Maps of the Americas,University of Chicago,,University of Chicago,World,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,12d-02,https://www.lib.uchicago.edu/collex/collections/early-modern-maps-americas/,12d-02
Earthstat,,Global Landscapes Initiative (GLI) at The University of Minnesota’s Institute on the Environment|Land Use and Global Environment (LUGE) lab at the University of British Columbia,,,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",b0153110-e455-4ced-9114-9b13250a7093,,05d-08,http://www.earthstat.org/,w00_01
Earthworks,Stanford University Libraries,Stanford University Libraries,Stanford,,,,,,,20d-0003,https://earthworks.stanford.edu,20d-0003
Eau Claire County Geospatial Hub,,Wisconsin--Eau Claire County,,Wisconsin--Eau Claire County|Wisconsin,"-91.595,44.756,-91.368,44.879","POLYGON((-91.595 44.879, -91.368 44.879, -91.368 44.756, -91.595 44.756, -91.595 44.879))","44.817499999999995,-91.4815",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55035-01,https://hub-eccounty.hub.arcgis.com,10b-55035
Electing the House of Representatives,,American Panorama,,United States,"-125.102,23.998,-66.134,50.102","POLYGON((-125.102 50.102, -66.134 50.102, -66.134 23.998, -125.102 23.998, -125.102 50.102))","37.05,-95.618",,,1ec6931a-c772-46a7-a969-b1120e3fad27,https://dsl.richmond.edu/panorama/congress/,w00_01
Election Data: Iowa,,Iowa Secretary of State,,Iowa,"-96.639,40.375,-90.140,43.501","POLYGON((-96.639 43.501, -90.140 43.501, -90.140 40.375, -96.639 40.375, -96.639 43.501))","41.938,-93.3895",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,sos_iowa_gov_elections,https://sos.iowa.gov/precinct-and-district-shapefiles,w00_01
"Enterprise GIS Data Download Page for Morrow County, Ohio",,,,Ohio--Morrow County|Ohio,"-83.022,40.345,-82.624,40.713","POLYGON((-83.022 40.713, -82.624 40.713, -82.624 40.345, -83.022 40.345, -83.022 40.713))","40.528999999999996,-82.82300000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39117,https://www.morrowcountyohio.gov/community/gis_in_morrow_county/gis_data.php,w00_01
ERDDAP,United States. National Oceanic and Atmospheric Administration,United States. National Oceanic and Atmospheric Administration,Rutgers University-New Brunswick,United States|New Jersey,,,,,,14d-02,https://hfr.marine.rutgers.edu/erddap/index.html,14d-02
"Evanston, Illinois Open Data Hub",,Illinois--Evanston,,Illinois--Evanston|Illinois,"-87.730,42.020,-87.670,42.070","POLYGON((-87.73245 42.07175, -87.66502 42.07175, -87.66502 42.01913, -87.73245 42.01913, -87.73245 42.07175))","42.045,-87.7",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02c-01,https://data.cityofevanston.org,02c-01
"Evansville, Vanderburgh County, Indiana Open Data Collection",,Indiana--Evansville,,Indiana--Evansville|Indiana-Vanderburgh County|Indiana,"-87.701,37.826,-87.449,38.168","POLYGON((-87.701 38.168, -87.449 38.168, -87.449 37.826, -87.701 37.826, -87.701 38.168))","37.997,-87.57499999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,01b-18163,https://dev-evansvilleapc.opendata.arcgis.com,01b-18163
Eyes on Russia Map,Centre for Information Resilience,MapHub,,Ukraine|Belarus|Russia|Crimea,"22.14,44.18,40.23,52.38","POLYGON((22.14 52.38, 40.23 52.38, 40.23 44.18, 22.14 44.18, 22.14 52.38))","48.28,31.185",744ebe8d-bee5-4b91-97dc-4fd1d7df5bf4,,584c4cdf-a8df-4c8c-88c7-5a4281ace41b,https://maphub.net/Cen4infoRes/russian-ukraine-monitor,w00_01
Fire Insurance Maps Online (FIMo) [All States],,"Historical Information Gatherers, Inc",,Alabama|Alaska|Arizona|Arkansas|California|Colorado|Connecticut|Delaware|District of Columbia|Florida|Georgia|Hawaii|Idaho|Illinois|Indiana|Iowa|Kansas|Kentucky|Louisiana|Maine|Maryland|Massachusetts|Mexico|Michigan|Minnesota|Mississippi|Missouri|Montana|Nebraska|Nevada|New Hampshire|New Jersey|New Mexico|New York|North Carolina|North Dakota|Ohio|Oklahoma|Oregon|Pennsylvania|Puerto Rico|Rhode Island|South Carolina|South Dakota|Tennessee|Texas|Utah|Vermont|Virginia|Washington|West Virginia|Wisconsin|Wyoming,"-179.9,-14.8,-64.4,71.6","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)))","28.4,-122.15",999-licensed-resources,,999-0010,,999-0010
Fond du Lac County GIS Download,,,,Wisconsin--Fond du Lac County|Wisconsin,"-88.886,43.543,-88.160,43.938","POLYGON((-88.886 43.938, -88.160 43.938, -88.160 43.543, -88.886 43.543, -88.886 43.938))","43.7405,-88.523",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55039,https://www.fdlco.wi.gov/departments/departments-f-m/land-information/data-download,w00_01
"Franklin County Auditor, Ohio Open Data",,Ohio--Franklin County,,Ohio--Franklin County|Ohio,"-83.261,39.795,-82.762,40.143","POLYGON((-83.261 40.143, -82.762 40.143, -82.762 39.795, -83.261 39.795, -83.261 40.143))","39.969,-83.0115",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39049,https://auditor-fca.opendata.arcgis.com,11b-39049
Frederick County Open Data,,Maryland--Frederick County,,Maryland--Frederick County|Maryland,"-77.677,39.220,-77.107,39.720","POLYGON((-77.677 39.720, -77.107 39.720, -77.107 39.220, -77.677 39.220, -77.677 39.720))","39.47,-77.392",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24021,https://gis-fcgmd.opendata.arcgis.com,04b-24021
General Land Office Township Plats: Minnesota,Minnesota Geospatial Information Office (MnGeo),Minnesota Geospatial Information Office (MnGeo),,Minnesota,"-97.24,43.5,-89.48,49.38","POLYGON((-97.24 49.38, -89.48 49.38, -89.48 43.5, -97.24 43.5, -97.24 49.38))","46.44,-93.36",77f-0001,,05a-03,http://www.mngeo.state.mn.us/glo/Index.htm,05a-03
"Geodata Hub of Vilas County, WI",,Wisconsin--Vilas County,,Wisconsin--Vilas County|Wisconsin,"-89.152,46.119,-89.063,46.163","POLYGON((-89.152 46.163, -89.063 46.163, -89.063 46.119, -89.152 46.119, -89.152 46.163))","46.141,-89.1075",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55125-01,https://data-vilas.opendata.arcgis.com,10b-55125
"GeoDataBase Files Downloads for Montgomery County, Ohio",,,,Ohio--Montgomery County|Ohio,"-84.486,39.578,-84.051,39.923","POLYGON((-84.486 39.923, -84.051 39.923, -84.051 39.578, -84.486 39.578, -84.486 39.923))","39.7505,-84.2685",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39113,https://www.mcohio.org/631/GIS-Downloads,w00_01
GeoData@Wisconsin,Robinson Map Library|State Cartographer's Office,University of Wisconsin-Madison,University of Wisconsin-Madison,Wisconsin,"-92.89,42.49,-86.25,47.3","POLYGON((-92.89 47.3, -86.25 47.3, -86.25 42.49, -92.89 42.49, -92.89 47.3))","44.894999999999996,-89.57",dc8c18df-7d64-4ff4-a754-d18d0891187d,,10d-03,https://geodata.wisc.edu,10d-03
Geology Library and Map Room: The Ohio State University,The Ohio State University,,The Ohio State University,,,,,64bd8c4c-8e60-4956-b43d-bdc3f93db488,,11d-02,https://library.osu.edu/dc,11d-02
Geospatial Information Repository (CUGIR),Cornell University,,Cornell,New York (State),"-79.762,40.477,-71.791,45.016","POLYGON((-79.762 45.016, -71.791 45.016, -71.791 40.477, -79.762 40.477, -79.762 45.016))","42.7465,-75.7765",dc8c18df-7d64-4ff4-a754-d18d0891187d,,20d-0004,https://cugir.library.cornell.edu,20d-0004
"GIS Data Download for Lake County, Ohio",,,,Ohio--Lake County|Ohio,"-81.489,41.570,-81.002,41.849","POLYGON((-81.489 41.849, -81.002 41.849, -81.002 41.570, -81.489 41.570, -81.489 41.849))","41.7095,-81.24549999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39085-01,https://www.lakecountyohio.gov/gis/gis-data-download/,w00_01
"GIS Data Downloads for Fairfield County Auditor's Office, Ohio",,,,Ohio--Fairfield County|Ohio,"-82.843,39.554,-82.366,39.941","POLYGON((-82.843 39.941, -82.366 39.941, -82.366 39.554, -82.843 39.554, -82.843 39.941))","39.7475,-82.6045",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39045,https://www.co.fairfield.oh.us/gis,w00_01
"GIS Data Downloads for Madison County, Ohio",,Ohio--Madison County,,Ohio--Madison County|Ohio,"-83.653,39.695,-83.206,40.111","POLYGON((-83.653 40.111, -83.206 40.111, -83.206 39.695, -83.653 39.695, -83.653 40.111))","39.903,-83.4295",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39097,https://madison-county-gis-data-download-madcoengineer.hub.arcgis.com/,11b-39097
"GIS Data Downloads for Medina County, Ohio",,,,Ohio--Medina County|Ohio,"-82.173,40.988,-81.685,41.277","POLYGON((-82.173 41.277, -81.685 41.277, -81.685 40.988, -82.173 40.988, -82.173 41.277))","41.1325,-81.929",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39103,http://www.gisdata.co.medina.oh.us,w00_01
"GIS Data Downloads for Muskingum County, Ohio",,Ohio--Muskingum County,,Ohio--Muskingum County|Ohio,"-82.234,39.756,-81.691,40.167","POLYGON((-82.234 40.167, -81.691 40.167, -81.691 39.756, -82.234 39.756, -82.234 40.167))","39.9615,-81.9625",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39119,https://muskingum-county-gis-muskcogis.hub.arcgis.com/,11b-39119
"GIS Data Downloads for Portage County, Ohio",,,,Ohio--Portage County|Ohio,"-81.393,40.988,-81.002,41.348","POLYGON((-81.393 41.348, -81.002 41.348, -81.002 40.988, -81.393 40.988, -81.393 41.348))","41.168,-81.19749999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39133,https://www.portagecounty-oh.gov/geographic-information-systems/pages/data-downloads,w00_01
"GIS Data Downloads for Preble County, Ohio",,,,Ohio--Preble County|Ohio,"-84.815,39.567,-84.479,39.918","POLYGON((-84.815 39.918, -84.479 39.918, -84.479 39.567, -84.815 39.567, -84.815 39.918))","39.7425,-84.64699999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39135,https://beacon.schneidercorp.com/Application.aspx?AppID=1125&LayerID=28338&PageTypeID=16&PageID=13688,w00_01
"GIS Divison of Eau Claire County, WI",,Wisconsin--Eau Claire County,,Wisconsin--Eau Claire County|Wisconsin,"-91.595,44.756,-91.368,44.879","POLYGON((-91.595 44.879, -91.368 44.879, -91.368 44.756, -91.595 44.756, -91.595 44.879))","44.817499999999995,-91.4815",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55035,https://hub-eccounty.hub.arcgis.com/,10b-55035
"GIS Downloads for Licking County, Ohio",,,,Ohio--Licking County|Ohio,"-82.782,39.913,-82.183,40.277","POLYGON((-82.782 40.277, -82.183 40.277, -82.183 39.913, -82.782 39.913, -82.782 40.277))","40.095,-82.4825",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39089,https://www.lcounty.com/gis_downloads/default.htm,w00_01
"GIS Shapefiles for Franklin County Auditor, Ohio",,,,Ohio--Franklin County|Ohio,"-83.261,39.795,-82.762,40.143","POLYGON((-83.261 40.143, -82.762 40.143, -82.762 39.795, -83.261 39.795, -83.261 40.143))","39.969,-83.0115",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39049-02,https://franklincountyauditor.com/ftp,w00_01
"Grand Rapids, Michigan Open Data",,Michigan--Grand Rapids,,Michigan--Grand Rapids|Michigan,"-85.752,42.884,-85.569,43.029","POLYGON((-85.752 43.029, -85.569 43.029, -85.569 42.884, -85.752 42.884, -85.752 43.029))","42.956500000000005,-85.6605",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,07c-03,https://grdata-grandrapids.opendata.arcgis.com,07c-03
Grant County Open Data Hub,,Minnesota--Grant County,,Minnesota--Grant County|Minnesota,"-96.266,45.759,-95.758,46.109","POLYGON((-96.266 46.109, -95.758 46.109, -95.758 45.759, -96.266 45.759, -96.266 46.109))","45.934,-96.012",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27051,https://hub-co-grant-mn-us.hub.arcgis.com,05b-27051
