Title,Creator,Publisher,Provider,Spatial Coverage,Bounding Box,Geometry,Centroid,Member Of,Is Part Of,ID,Identifier,Code
Scott County GIS Data,,,,Iowa--Scott County|Iowa,"-90.900,41.450,-90.313,41.776","POLYGON((-90.900 41.776, -90.313 41.776, -90.313 41.450, -90.900 41.450, -90.900 41.776))","41.613,-90.60650000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03b-19163,https://www.scottcountyiowa.com/it/data,w00_01
Scott County Open Data,,Minnesota--Scott County,,Minnesota--Scott County|Minnesota,"-93.912,44.545,-93.278,44.814","POLYGON((-93.912 44.814, -93.278 44.814, -93.278 44.545, -93.912 44.545, -93.912 44.814))","44.679500000000004,-93.595",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27139,https://open-data-scottcounty.hub.arcgis.com,05b-27139
Seattle GeoData,,Washington (State)--Seattle,,Washington (State)--Seattle|Washington (State),"-122.460,47.481,-122.224,47.734","POLYGON((-122.459681 47.73415, -122.224433 47.73415, -122.224433 47.481002, -122.459681 47.481002, -122.459681 47.73415))","47.6075,-122.342",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16c-01,https://data-seattlecitygis.opendata.arcgis.com,16c-01
SEMCOG Open Data,"SEMCOG, Southeast Michigan Council of Governments",Michigan,,Michigan,"-84.158,41.724,-82.418,43.169","POLYGON((-84.158 43.169, -82.418 43.169, -82.418 41.724, -84.158 41.724, -84.158 43.169))","42.4465,-83.28800000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,06f-01,http://maps-semcog.opendata.arcgis.com,06f-01
Seneca County GeoLibrary,,Ohio--Seneca County,,Ohio--Seneca County|Ohio,"-83.421,40.992,-82.830,41.257","POLYGON((-83.421 41.257, -82.830 41.257, -82.830 40.992, -83.421 40.992, -83.421 41.257))","41.1245,-83.1255",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39047,https://portal-senecacountygis.hub.arcgis.com/,11b-39047
Sheboygan County GIS Download,,,,Wisconsin--Sheboygan County|Wisconsin,"-88.162,43.542,-87.696,43.892","POLYGON((-88.162 43.892, -87.696 43.892, -87.696 43.542, -88.162 43.542, -88.162 43.892))","43.717,-87.929",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55117,https://data-shebco.opendata.arcgis.com/,w00_01
Sherburne County Open Data,,Minnesota--Sherburne County,,Minnesota--Sherburne County|Minnesota,"-94.150,45.246,-93.510,45.560","POLYGON((-94.150 45.560, -93.510 45.560, -93.510 45.246, -94.150 45.246, -94.150 45.560))","45.403000000000006,-93.83000000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27141,https://data-sherburnegis.opendata.arcgis.com,05b-27141
SimplyAnalytics,"Geographic Research, Inc.",,,United States,"-179.9,-14.8,-64.4,71.6","POLYGON((-179.9 71.6, -64.4 71.6, -64.4 -14.8, -179.9 -14.8, -179.9 71.6))","28.4,-122.15",999-licensed-resources,,999-0004,,999-0004
Snohomish County Open Data Portal,,Washington (State)--Snohomish County,,Washington (State)--Snohomish County|Washington (State),"-122.460,47.780,-120.910,48.300","MultiPolygon (((-122.46 48.3, -121 48.3, -121.01 48.28, -120.96 48.23, -120.96 48.21, -120.92 48.19, -120.91 48.16, -120.96 48.15, -120.97 48.13, -120.95 48.11, -121.02 48.07, -121.15 48.04, -121.12 48, -121.16 47.96, -121.18 47.9, -121.16 47.88, -121.15 47.85, -121.07 47.83, -121.12 47.78, -122.44 47.78, -122.43 47.83, -122.36 47.89, -122.33 47.96, -122.35 48.01, -122.35 48.07, -122.42 48.16, -122.39 48.24, -122.46 48.3)))","48.04,-121.685",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53061,https://snohomish-county-open-data-portal-snoco-gis.hub.arcgis.com,16b-53061
Social Explorer,,Queens College Department of Sociology,,United States,"-179.9,-14.8,-64.4,71.6","POLYGON((-179.9 71.6, -64.4 71.6, -64.4 -14.8, -179.9 -14.8, -179.9 71.6))","28.4,-122.15",999-licensed-resources,,999-0001,,999-0001
Social Scientists Map Chicago Collection,University of Chicago,,University of Chicago,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023","POLYGON((-87.940 42.023, -87.524 42.023, -87.524 41.644, -87.940 41.644, -87.940 42.023))","41.8335,-87.732",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,12d-01,https://www.lib.uchicago.edu/collex/collections/social-scientists-map-chicago/,12d-01
"South Bend, IN Open Data",,Indiana--South Bend,,Indiana--South Bend|Indiana,"-86.361,41.597,-86.191,41.760","POLYGON((-86.361 41.760, -86.191 41.760, -86.191 41.597, -86.361 41.597, -86.361 41.760))","41.6785,-86.27600000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,09c-01,http://data-southbend.opendata.arcgis.com,09c-01
"Spatial Data for Brown County, Ohio",Brown County Engineer's Office,Ohio--Brown County,,Ohio--Brown County|Ohio,"-84.053,38.640,-83.673,39.254","POLYGON((-84.053 39.254, -83.673 39.254, -83.673 38.640, -84.053 38.640, -84.053 39.254))","38.947,-83.863",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39015,https://gis.browncountyengineer.org/gisweb/pages/downloads/BROWN-CO-DOWNLOADS.ASP,w00_01
Spokane County GIS Data Catalog,,Washington (State)--Spokane County,,Washington (State)--Spokane County|Washington (State),"-117.820,47.260,-117.040,48.050","POLYGON((-117.04 47.74, -117.04 47.26, -117.82 47.26, -117.82 47.83, -117.79 47.81, -117.78 47.83, -117.74 47.83, -117.68 47.89, -117.65 47.84, -117.62 47.83, -117.59 47.79, -117.53 47.8, -117.54 48.05, -117.04 48.05, -117.04 47.74))","47.655,-117.43",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53063,https://gisdatacatalog-spokanecounty.opendata.arcgis.com,16b-53063
St. Croix County GIS Download,,Wisconsin--St. Croix County,,Wisconsin--St. Croix County|Wisconsin,"-92.803,44.858,-92.135,45.210","POLYGON((-92.803 45.210, -92.135 45.210, -92.135 44.858, -92.803 44.858, -92.803 45.210))","45.034,-92.469",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55109,https://gis-scccdd.opendata.arcgis.com,10b-55109
St. Mary's County GIS Downloadable Layers,,,,Maryland--St. Mary's County|Maryland,"-76.867,38.044,-76.321,38.514","POLYGON((-76.867 38.514, -76.321 38.514, -76.321 38.044, -76.867 38.044, -76.867 38.514))","38.278999999999996,-76.594",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24037,https://www.stmaryscountymd.gov/it/gis/,w00_01
Stark County GIS Data,Stark County GIS (SCGIS),Ohio--Stark County,,Ohio--Stark County|Ohio,"-81.650,40.635,-81.086,40.989","POLYGON((-81.650 40.989, -81.086 40.989, -81.086 40.635, -81.650 40.635, -81.650 40.989))","40.812,-81.368",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39151,http://opendata.starkcountyohio.gov,11b-39151
State of Illinois Data Portal,State of Illinois,State of Illinois,,Illinois,"-91.510,36.970,-87.020,42.510","POLYGON((-91.51 42.51, -87.02 42.51, -87.02 36.97, -91.51 36.97, -91.51 42.51))","39.739999999999995,-89.265",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02a-03,https://data.illinois.gov,02a-03
State of Michigan Open Data Portal,,Michigan,,Michigan,"-90.420,41.700,-82.120,48.310","POLYGON((-90.42 48.31, -82.12 48.31, -82.12 41.7, -90.42 41.7, -90.42 48.31))","45.005,-86.27000000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,06a-01,http://gis-michigan.opendata.arcgis.com,06a-01
State of Washington Geospatial Open Data Portal,WaTech Geospatial Program Office,Washington (State),,Washington (State),"-124.760,45.540,-116.920,49.000","POLYGON((-124.76 49.00, -116.92 49.00, -116.92 45.54, -124.76 45.54, -124.76 49.00))","47.269999999999996,-120.84",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16a-01,https://geo.wa.gov,16a-01
Stearns County GIS Data for Download,"Auditor/Treasurer's Office, GIS Division",Minnesota--Stearns County,,Minnesota--Stearns County|Minnesota,"-95.140,45.282,-94.047,45.775","POLYGON((-95.140 45.775, -94.047 45.775, -94.047 45.282, -95.140 45.282, -95.140 45.775))","45.528499999999994,-94.5935",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27145,https://stearns-county-gis-stearns.hub.arcgis.com,05b-27145
Stevens County Geospatial Hub,,Minnesota--Stevens County,,Minnesota--Stevens County|Minnesota,"-96.254,45.412,-95.745,45.761","POLYGON((-96.254242 45.760906, -95.745094 45.760906, -95.745094 45.412216, -96.254242 45.412216, -96.254242 45.760906))","45.5865,-95.99950000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27149,https://geospatial-hub-stevens-county.hub.arcgis.com,05b-27149
Summit County GIS Data,,Ohio--Summit County,,Ohio--Summit County|Ohio,"-81.688,40.907,-81.392,41.351","POLYGON((-81.688 41.351, -81.392 41.351, -81.392 40.907, -81.688 40.907, -81.688 41.351))","41.129,-81.53999999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39153,https://data-summitgis.opendata.arcgis.com,11b-39153
Susquehanna River Basin Commission,,Susquehanna River Basin Commission,,,"-80.521,39.720,-74.689,42.515","POLYGON((-80.521 42.515, -74.689 42.515, -74.689 39.720, -80.521 39.720, -80.521 42.515))","41.1175,-77.60499999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08f-02,https://www.srbc.net/portals/susquehanna-atlas/data-and-maps/,w00_01
Tacoma Open Data,,Washington (State)--Tacoma,,Washington (State)--Tacoma|Washington (State),"-122.560,47.160,-122.340,47.310","POLYGON((-122.56 47.31, -122.34 47.31, -122.34 47.16, -122.56 47.16, -122.56 47.31))","47.235,-122.45",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16c-03,https://data.tacoma.gov,16c-03
The California Police Scorecard,,Campaign Zero,,,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",,,c278cacd0-b757-46be-be0e-2e98cd7ba5f5,https://policescorecard.org/,w00_01
The Missing Link,"Benito-Vessels, Carmen",,University of Maryland,North America|South America|Spain,"-18.39,27.43,4.59,43.99","MULTIPOLYGON(((-105.5 62.4, -33.4 62.4, -33.4 -9.8, -105.5 -9.8, -105.5 62.4)),((-18.39 43.99, 4.59 43.99, 4.59 27.43, -18.39 27.43, -18.39 43.99)))","35.71,-6.9",,,f11a86e58f134873beba16424190c4c3,https://storymaps.arcgis.com/collections/f11a86e58f134873beba16424190c4c3,w00_01
The Newberry Library Digital Collections,The Newberry Library,,,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,77d-0004,https://collections.newberry.org,77d-0004
The Stanford Open Policing Project,,The Stanford Open Policing Project,,United States,"-179.147,17.674,179.778,71.389","POLYGON((-179.147 71.389, 179.778 71.389, 179.778 17.674, -179.147 17.674, -179.147 71.389))","44.531499999999994,0.3155000000000001",,,stanford-c945fd39-976f-470b-8e4a-fdc8a7863b74,https://openpolicing.stanford.edu/,w00_01
Three Rivers Park District Open Data,,Three Rivers Park District,,Minnesota--Plymouth,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05f-01,https://gis.threeriversparks.org,05f-01
Thurston GeoData Center,,Washington (State)--Thurston County,,Washington (State)--Thurston County|Washington (State),"-123.200,46.760,-122.200,47.190","POLYGON((-122.7 47.07, -122.67 47.02, -122.63 47, -122.64 46.98, -122.58 46.98, -122.59 46.97, -122.56 46.97, -122.56 46.94, -122.5 46.91, -122.49 46.87, -122.41 46.84, -122.33 46.84, -122.32 46.83, -122.3 46.83, -122.31 46.8, -122.29 46.77, -122.2 46.76, -123.16 46.76, -123.16 47, -123.2 47, -123.2 47.09, -123.08 47.08, -123.07 47.11, -123.02 47.12, -123.01 47.15, -122.96 47.16, -122.94 47.19, -122.9 47.16, -122.82 47.19, -122.76 47.14, -122.7 47.12, -122.7 47.07))","46.974999999999994,-122.7",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53067,https://gisdata-thurston.opendata.arcgis.com,16b-53067
Travel Midwest,Illinois Department of Transportation,Illinois Department of Transportation,,Illinois|Wisconsin|Indiana|Iowa|Missouri,"-92.39,36.62,-85.91,43.43","POLYGON((-92.39 43.43, -85.91 43.43, -85.91 36.62, -92.39 36.62, -92.39 43.43))","40.025,-89.15",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02a-05,https://travelmidwest.com,w00_01
Traverse County Open GIS Data,,Minnesota--Traverse County,,Minnesota--Traverse County|Minnesota,"-96.857,45.585,-96.253,46.022","POLYGON((-96.857 46.022, -96.253 46.022, -96.253 45.585, -96.857 45.585, -96.857 46.022))","45.8035,-96.555",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27155,https://data-traversecountymn.opendata.arcgis.com/,05b-27155
Trempealeau County GIS Download,,,,Wisconsin--Trempealeau County|Wisconsin,"-91.613,43.984,-91.152,44.597","POLYGON((-91.613 44.597, -91.152 44.597, -91.152 43.984, -91.613 43.984, -91.613 44.597))","44.2905,-91.3825",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55121,https://co.trempealeau.wi.us/departments/administrative_departments/land_records/data.php,w00_01
"Tuscarawas County, Ohio GIS Office",,,,Ohio--Tuscarawas County|Ohio,"-81.712,40.214,-81.265,40.667","POLYGON((-81.712 40.667, -81.265 40.667, -81.265 40.214, -81.712 40.214, -81.712 40.667))","40.4405,-81.4885",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39157,https://www.co.tuscarawas.oh.us/government/auditor/gis_map_office.php,w00_01
Ukraine Data Explorer,,Humanitarian Data Exchange,,Ukraine|Belarus|Russia|Crimea,"22.14,44.18,40.23,52.38","POLYGON((22.14 52.38, 40.23 52.38, 40.23 44.18, 22.14 44.18, 22.14 52.38))","48.28,31.185",b0153110-e455-4ced-9114-9b13250a7093|744ebe8d-bee5-4b91-97dc-4fd1d7df5bf4,99-1400,038652fd-39b1-4578-9f3e-ef9253af8cb3,https://data.humdata.org/visualization/ukraine-humanitarian-operations/,w00_01
UM Matthaei Botanical Gardens and Nichols Arboretum,University of Michigan,Michigan,University of Michigan,Michigan,"-83.800,42.223,-83.676,42.324","POLYGON((-83.800 42.324, -83.676 42.324, -83.676 42.223, -83.800 42.223, -83.800 42.324))","42.2735,-83.738",dc8c18df-7d64-4ff4-a754-d18d0891187d,,07d-02,https://mbgna-umich.hub.arcgis.com,07d-02
UMedia: University of Minnesota,University of Minnesota,,University of Minnesota,Minnesota|World,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,05d-01,https://umedia.lib.umn.edu/search?facets%5Bcontributing_organization_name_s%5D%5B%5D=University+of+Minnesota+Libraries%2C+John+R.+Borchert+Map+Library.,05d-01
Union County GIS Data,,,,Ohio--Union County|Ohio,"-83.551,40.107,-83.170,40.507","POLYGON((-83.551 40.507, -83.170 40.507, -83.170 40.107, -83.551 40.107, -83.551 40.507))","40.307,-83.3605",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39159,https://www.unioncountyohio.gov/gis-data,w00_01
University of Chicago Library GIS Data Hub,University of Chicago Library,Illinois--Chicago,University of Chicago,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023","POLYGON((-87.940 42.023, -87.524 42.023, -87.524 41.644, -87.940 41.644, -87.940 42.023))","41.8335,-87.732",dc8c18df-7d64-4ff4-a754-d18d0891187d,,12d-03,http://library-uchicago.opendata.arcgis.com,12d-03
University of Iowa Digital Library: Atlases and Maps,University of Iowa,,University of Iowa,,,,,64bd8c4c-8e60-4956-b43d-bdc3f93db488,,03d-01,https://digital.lib.uiowa.edu/islandora/object/ui_root?sort=mods_titleInfo_title_ss%20asc&islandora_solr_search_navigation=0&f%5B0%5D=RELS_EXT_isMemberOfCollection_uri_ms%3A%22info%5C%3Afedora%5C/ui%5C%3Amaps%22,03d-01
University of Maryland Digital Collections,University of Maryland,,University of Maryland,Maryland,"-79.487,37.887,-74.985,39.723","POLYGON((-79.487 39.723, -74.985 39.723, -74.985 37.887, -79.487 37.887, -79.487 39.723))","38.805,-77.23599999999999",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,04d-01,https://www.lib.umd.edu/mdmap/?pid=umd:57340,04d-01
University of Minnesota Digital Conservancy DRUM,University of Minnesota,,University of Minnesota,,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",dc8c18df-7d64-4ff4-a754-d18d0891187d,,05d-03,https://conservancy.umn.edu/handle/11299/166578,05d-03
U.S. Fish and Wildlife Service Open Data,,U.S. Fish and Wildlife Service,,United States,"-173.200,13.500,-64.400,71.600","POLYGON((-173.2 71.6, -64.4 71.6, -64.4 13.5, -173.2 13.5, -173.2 71.6))","42.55,-118.8",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,1000-0003,https://gis-fws.opendata.arcgis.com,1000-0003
Vilas County GIS Download,,,,Wisconsin--Vilas County|Wisconsin,"-90.044,45.857,-88.933,46.300","POLYGON((-90.044 46.300, -88.933 46.300, -88.933 45.857, -90.044 45.857, -90.044 46.300))","46.0785,-89.4885",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55125,https://data-vilas.opendata.arcgis.com/,w00_01
Wabash River Historical Maps and Imagery,,,Purdue University,Indiana|Indiana--Wabash River,"-87.529,39.400,-86.207,40.801","POLYGON((-87.529 40.801, -86.207 40.801, -86.207 39.400, -87.529 39.400, -87.529 40.801))","40.1005,-86.868",64bd8c4c-8e60-4956-b43d-bdc3f93db488|dc8c18df-7d64-4ff4-a754-d18d0891187d,,09d-01,https://mapsweb.lib.purdue.edu/wabashriver/,09d-01
Walla Walla County GIS,,Washington (State)--Walla Walla County,,Washington (State)--Walla Walla County|Washington (State),"-119.040,46.000,-117.990,46.610","POLYGON((-118.4 46, -118.99 46, -118.94 46.03, -118.94 46.07, -118.97 46.14, -119.04 46.19, -118.98 46.24, -118.86 46.25, -118.82 46.28, -118.77 46.29, -118.77 46.32, -118.75 46.36, -118.7 46.36, -118.69 46.38, -118.63 46.41, -118.62 46.5, -118.48 46.6, -118.39 46.58, -118.33 46.61, -118.24 46.6, -118.23 46.59, -118.23 46.56, -118.24 46.56, -118.24 46.3, -118.12 46.3, -118.12 46.21, -117.99 46.21, -118 46, -118.4 46))","46.305,-118.515",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53071,https://wallawallacountygis-wwcgis.hub.arcgis.com,16b-53071
Walworth County GIS Download,,,,Wisconsin--Walworth County|Wisconsin,"-88.779,42.492,-88.305,42.843","POLYGON((-88.779 42.843, -88.305 42.843, -88.305 42.492, -88.779 42.492, -88.779 42.843))","42.667500000000004,-88.542",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55127,https://open-walco.opendata.arcgis.com/,w00_01
Washburn County GIS Download,,,,Wisconsin--Washburn County|Wisconsin,"-92.051,45.638,-91.540,46.158","POLYGON((-92.051 46.158, -91.540 46.158, -91.540 45.638, -92.051 45.638, -92.051 46.158))","45.897999999999996,-91.7955",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55129,https://co.washburn.wi.us/gis-data-downloads/,w00_01
Washington County GIS Download,,Minnesota--Washington County,,Wisconsin--Washington County|Wisconsin,"-88.419,43.192,-88.040,43.544","POLYGON((-88.419 43.544, -88.040 43.544, -88.040 43.192, -88.419 43.192, -88.419 43.544))","43.367999999999995,-88.2295",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55131,https://gisdata.washcowisco.gov/,10b-55131
Washington County MN Geospatial Maps and Data,,Minnesota--Washington County,,Minnesota--Washington County|Minnesota,"-93.020,44.750,-92.740,45.300","POLYGON((-93.02152 45.29693, -92.73953 45.29693, -92.73953 44.74567, -93.02152 44.74567, -93.02152 45.29693))","45.025,-92.88",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27163,https://washington-county-mn-geospatial-maps-and-data-wcmn.hub.arcgis.com,05b-27163
"Washtenaw County, Michigan Open Data",,Michigan--Washtenaw County,,Michigan--Washtenaw County|Michigan,"-84.134,42.072,-83.539,42.435","POLYGON((-84.134 42.435, -83.539 42.435, -83.539 42.072, -84.134 42.072, -84.134 42.435))","42.2535,-83.8365",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,07b-26161,https://data-washtenaw.opendata.arcgis.com,07b-26161
Waukesha County GIS Download,,Wisconsin--Waukesha County,,Wisconsin--Waukesha County|Wisconsin,"-88.542,42.842,-88.063,43.196","POLYGON((-88.542 43.196, -88.063 43.196, -88.063 42.842, -88.542 42.842, -88.542 43.196))","43.019,-88.30250000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55133,https://data-waukeshacounty.opendata.arcgis.com,10b-55133
Waupaca County GIS Download,,Wisconsin--Waupaca County,,Wisconsin--Waupaca County|Wisconsin,"-89.225,44.243,-88.605,44.681","POLYGON((-89.225 44.681, -88.605 44.681, -88.605 44.243, -89.225 44.243, -89.225 44.681))","44.462,-88.91499999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55135,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com,10b-55135
Waushara County GIS Download,,Wisconsin--Waushara County,,Wisconsin--Waushara County|Wisconsin,"-89.598,43.982,-88.886,44.246","POLYGON((-89.598 44.246, -88.886 44.246, -88.886 43.982, -89.598 43.982, -89.598 44.246))","44.114000000000004,-89.24199999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55137,https://data-waushara.opendata.arcgis.com,10b-55137
"Web Map of 4G LTE Coverage as of May 15, 2021 (AT&T Mobility, T-Mobile, UScellular, Verizon)",Federal Communications Commission,,,United States,"-179.149,18.910,179.778,71.365","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)),((172.3 51.2, 179.9 51.2, 179.9 53.1, 172.3 53.1, 172.3 51.2)),((-68.1109 18.6664, -65.1101 18.6664, -65.1101 17.7307, -68.1109 17.7307, -68.1109 18.6664)))","45.137499999999996,0.31449999999999534",,,6c1b2e73d9d749cdb7bc88a0d1bdd25b,https://fcc.maps.arcgis.com/apps/webappviewer/index.html?id=6c1b2e73d9d749cdb7bc88a0d1bdd25b,w00_01
Western Pennsylvania Regional Data Center Open Data,,University of Pittsburgh,,Pennsylvania,"-80.521,39.720,-74.689,42.515","POLYGON((-80.521 42.515, -74.689 42.515, -74.689 39.720, -80.521 39.720, -80.521 42.515))","41.1175,-77.60499999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08f-01,http://www.wprdc.org,08f-01
WHAIFinder (Wisconsin Historic Aerial Imagery Finder),University of Wisconsin--Madison,,University of Wisconsin-Madison,Wisconsin,"-92.956,42.457,-86.666,47.083","POLYGON((-92.956 47.083, -86.666 47.083, -86.666 42.457, -92.956 42.457, -92.956 47.083))","44.769999999999996,-89.811",dc8c18df-7d64-4ff4-a754-d18d0891187d,,5F3EEF4C-D1EA-4AC8-A2C5-774D21E78D46,https://maps.sco.wisc.edu/WHAIFinder/,w00_01
"Wilkin County, Minnesota Open Data",,Minnesota--Wilkin County,,Minnesota--Wilkin County|Minnesota,"-96.791,46.022,-96.265,46.631","POLYGON((-96.791 46.631, -96.265 46.631, -96.265 46.022, -96.791 46.022, -96.791 46.631))","46.326499999999996,-96.52799999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27167,https://hub-wilkinco.hub.arcgis.com,05b-27167
Will County Data,,,,Illinois--Will County|Illinois,"-88.261,41.202,-87.526,41.729","POLYGON((-88.261 41.729, -87.526 41.729, -87.526 41.202, -88.261 41.202, -88.261 41.729))","41.4655,-87.89349999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02b-17197,https://www.willcountyillinois.com/County-Offices/Administration/GIS-Division/Data,w00_01
Wisconsin Coastal Atlas,,,,Wisconsin|Great Lakes,"-92.89,42.49,-86.25,47.3","POLYGON((-92.89 47.3, -86.25 47.3, -86.25 42.49, -92.89 42.49, -92.89 47.3))","44.894999999999996,-89.57",dc8c18df-7d64-4ff4-a754-d18d0891187d,,10d-02,https://www.wicoastalatlas.net,w00_01
Wisconsin Rapids Online Map Portal,,Wisconsin--Wisconsin Rapids,,Wisconsin--Wisconsin Rapids|Wisconsin,"-89.873,44.349,-89.746,44.427","POLYGON((-89.873 44.427, -89.746 44.427, -89.746 44.349, -89.873 44.349, -89.873 44.427))","44.388,-89.8095",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10c-04,https://rapidsdata-wisconsinrapids.opendata.arcgis.com,10c-04
Wood County Open Data Portal,,Wisconsin--Wood County,,Wisconsin--Wood County|Wisconsin,"-89.598,43.982,-88.886,44.246","POLYGON((-89.598 44.246, -88.886 44.246, -88.886 43.982, -89.598 43.982, -89.598 44.246))","44.114000000000004,-89.24199999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55141,https://opendata.woodcogis.com,10b-55141
"Yakima County, WA - Open Data",,Washington (State)--Yakima County,,Washington (State)--Yakima County|Washington (State),"-121.520,46.040,-119.870,47.090","POLYGON((-120.33 46.04, -121.52 46.04, -121.52 46.39, -121.39 46.39, -121.39 46.41, -121.44 46.48, -121.42 46.49, -121.46 46.52, -121.45 46.53, -121.42 46.55, -121.42 46.57, -121.39 46.62, -121.4 46.65, -121.42 46.65, -121.41 46.68, -121.35 46.71, -121.43 46.74, -121.42 46.76, -121.46 46.78, -121.44 46.79, -121.5 46.86, -121.52 46.87, -121.5 46.91, -121.46 46.92, -121.45 46.98, -121.41 47, -121.4 47.03, -121.37 47.06, -121.38 47.08, -121.36 47.07, -121.28 47.09, -121.22 47.07, -121.09 46.99, -121.09 46.97, -121.03 46.91, -120.63 46.91, -120.63 46.83, -120.51 46.82, -120.51 46.74, -119.97 46.74, -119.94 46.67, -119.87 46.63, -119.87 46.04, -120.33 46.04))","46.565,-120.695",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53077,https://gis-yakimacounty.opendata.arcgis.com,16b-53077
Yellow Medicine County Hub,,Minnesota--Yellow Medicine County,,Minnesota--Yellow Medicine County|Minnesota,"-96.452,44.542,-95.360,44.936","POLYGON((-96.452 44.936, -95.360 44.936, -95.360 44.542, -96.452 44.542, -96.452 44.936))","44.739000000000004,-95.906",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27173,https://hub-yellowmedicine.hub.arcgis.com,05b-27173
"York County, PA GIS Open Data Portal",,Pennsylvania--York County,,Pennsylvania--York County|Pennsylvania,"-77.137,39.720,-76.239,40.226","POLYGON((-77.137 40.226, -76.239 40.226, -76.239 39.720, -77.137 39.720, -77.137 40.226))","39.973,-76.688",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08b-42133,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com,08b-42133
Atlas of Historical County Boundaries [United States] {1783-2000},"Siczewicz, Peter",The Newberry Library,,United States,"-179.15,18.91,179.78,71.37","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)))","45.14,0.3149999999999977",dc8c18df-7d64-4ff4-a754-d18d0891187d,77d-0004,77d-0004-01,https://publications.newberry.org/ahcb/maps/,77d-0004
