ID,Creator,Creator ID,Resource Type,Temporal Coverage,Date Issued,Date Range,Spatial Coverage,Bounding Box,GeoNames,Date Accessioned,Tags
d6684a2a-f3e1-4492-8b5d-b399bf4f6553,,,Pictorial maps,between 1930 and 1939,n.d.,1930-1939,United States,"-124.98,22.61,-67.18,49.31",http://sws.geonames.org/6252001,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
f9eb8493-32ab-4ede-8330-9286846eee0d,"Maury, Matthew Fontaine, 1806-1873|Morris, Charles, 1784-1856|W. Endicott & Co.|Wyman, R. H. (Robert Harris), 1822-1882",fst00127498|fst00240427|fst00519942|null,Thematic maps|World maps,approximately 1853,1853,1853-1853,World,"-179.99,-89.99,179.99,89.99",,2019-01-16,sprint-mar2020|2022-creator-sprint|-180TO180|sprint-2021-05
c5b43fd8-0030-4089-80df-b692e6bda8b2,,,Pictorial maps|Thematic maps,1937,1937,1937-1937,Washington--Grand Coulee|Washington,"-119.020,47.931,-118.985,47.951",http://sws.geonames.org/5795924,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
9eccb622-8fe3-4f94-9a5c-e166585eb597,Oregon Railway and Navigation Company,fst00627488,,1898,,1898-1898,Oregon--Pacific Northwest,"-125.000,42.000,-116.000,49.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
9139578d-7803-4f4f-9ed3-a62ab810a256,,,Pictorial maps|Thematic maps,1932,1932,1932-1932,United States,"-124.98,22.61,-67.18,49.31",http://sws.geonames.org/6252001,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
63e55ff3-b143-44a8-8847-5ceaddcd7adb,,,Thematic maps|Pictorial maps,between 1940 and 1949,n.d.,1940-1949,Michigan--Michigan|Michigan,"-90.418,41.696,-82.413,48.239",http://sws.geonames.org/5001836,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
c1c76490-111a-4aa4-a130-7487c757ed2b,"Cook, James, 1728-1779|Robert Sayer and John Bennett (Firm)",fst00028644|fst00543212,,,1775,1775-1775,Canada--Newfoundland and Labrador,"-61.020,46.400,-51.000,52.870",http://sws.geonames.org/6354959,2021-04-16,2022-creator-sprint|sprint-2021-05
da3c4dcc-8ec7-49d6-a435-4ddb83f8a34c,"Hondius, Hendrik, 1597-1651|Hondius, Hendrik, 1597-1651. Appendix Atlas of the British Isles and Northern Europe|Jansson, Jan, 1588-1664. Appendix Atlas of the British Isles and Northern Europe|Vignaud, Henry, 1830-1922, former owner.",fst00101029|null|null|null,Early maps,1632,1632,1632-1632,United Kingdom--England,"-0.37,52.19,0.71,52.99",,2019-01-16,2022-creator-sprint|sprint-2021-05
b15e1bd8-fc18-4d23-912e-f7328a08994b,"Brown, Amos P. (Amos Peaslee), 1864-1917|Elverson, J. S.|Lyman, Benjamin Smith, 1835-1920",fst00195561|null|fst00014808,Mine maps,1889,,1889-1889,Pennsylvania--Schuylkill County|Pennsylvania,"-76.67,40.5,-75.75,40.92",,2019-01-16,2022-creator-sprint|sprint-2021-05
dd1a85e0-dcf6-48f1-bbfb-63dc2f3c244f,I.T. Hinton & Simpkin & Marshall.,,,,1832,1832-1832,United States,"-135.120,25.000,-53.380,54.520",http://sws.geonames.org/6252001,2021-04-16,2022-creator-sprint|sprint-2021-05
57c48ea0-0186-4220-b905-98d9cc772668,Reserve Lithographing & Printing Company.,null,,,1934,1934-1934,United States,"-126.13,24.18,-66.45,49.2",http://sws.geonames.org/6252001,2021-04-16,2022-creator-sprint|sprint-2021-05
a8cdf192-692e-4913-b21b-ab9ba4cd0e16,"Collins, Jim, 1947-",fst01433947,Pictorial maps|Thematic maps,1957,1957,1957-1957,United States,"-124.98,22.61,-67.18,49.31",http://sws.geonames.org/6252001,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
5d9fa8c4-175b-46fe-b452-0dfcc3927609,,,Pictorial maps,approximately 1957,1957,1957-1957,United States,"-124.98,22.61,-67.18,49.31",http://sws.geonames.org/6252001,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
06c77fc7-1ee2-4f99-9fd6-b081524ad1b7,"Dahl, James, former owner|Moll, Herman, -1732",null|fst01835508,,1716,,1716-1716,Americas,"-126.37,-58.1,-21.93,71.38",,2019-01-16,2022-creator-sprint|sprint-2021-05
59b42ba8-fc67-4782-aae9-5c0dfec20036,"Mackenzie, Alexander, 1764-1820",fst01719440,,1801,,1801-1801,North America,"-170.000,35.000,-35.000,70.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
92200365-e1d1-4db5-9e0e-0b99bf75e34b,[creator not identified],,,between 1840 and 1849,unknown,1840-1849,Michigan--Washtenaw County|Michigan,"-83.805,42.235,-83.670,42.329",,2019-01-16,bbox-verified_2023-02-27|sprint-mar2020|2022-creator-sprint|bboxSprintJune2023|sprint-2021-05
e9dd7d6a-f2bd-4587-83b1-315be1770972,"Dunn, Samuel, -1794",fst02013804,,1786,,1786-1786,Eastern Asia,"103.700,29.970,144.980,55.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
ab59bb12-e411-427c-97b6-fa59cee6a37d,"Rapin de Thoyras, M. (Paul), 1661-1725|Seale, Richard William|Tindal, N. (Nicholas), 1687-1774",fst00165978|fst00001447|fst01800082,,1744,,1744-1744,North America,"-129.38,0.5,-41.35,66.83",,2019-01-16,2022-creator-sprint|sprint-2021-05
8f50e0f3-65b6-4e5e-8747-90aab925acf7,"Dahl, James, former owner|Lodge, John, -1796",null|null,,1755?,,1755-1755,Northern America,"-96.88,28.85,-51.68,52.57",,2019-01-16,2022-creator-sprint|sprint-2021-05
61f82b88-2f3a-4ea4-8fbc-373819aac641,,,,,1771,1771-1771,New England,"-74.2,40.4,-69.42,44.02",http://sws.geonames.org/8502102,2021-04-16,sprint-2021-05
13fb48c0-8398-43d3-9a72-ae33761ffbb6,"Wyld, James, 1812-1887",fst00111315,,1838,,1838-1838,Canada,"-86.37,41.42,-71.03,49.12",,2019-01-16,2022-creator-sprint|sprint-2021-05
102d7160-4c2f-4796-be6b-bdf8d27aedcc,"Arrowsmith, Aaron, 1750-1823|Dahl, James, former owner|Smith, C., mapseller",fst00182405|null|null,,"Jan 1st, 1796, additions in 1802",,1796-1796,United States of America,"-92.3,29.78,-66.2,48.95",,2019-01-16,2022-creator-sprint|sprint-2021-05
0a9c2d87-b56a-4744-bf45-5352b6522fe5,"Anville, Jean Baptiste Bourguignon d', 1697-1782|Sayer, Robert, 1725-1794",fst00061563|fst00055649,,1772,,1772-1772,North America,"-150.57,-57.27,8.48,78.87",,2019-01-16,2022-creator-sprint|sprint-2021-05
d5b6d0c1-571d-4305-a3fc-4f3d3a9ab3cf,"Lapham, Increase Allen, 1811-1875",fst00012851,,1865,,1865-1865,Wisconsin,"-93.000,42.000,-86.000,47.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
20b0224f-1a55-437b-96e1-3a007d17b73c,,,,1834,1834,1834-1834,Michigan,"-90.418,41.696,-82.413,48.239",,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
177ad2bd-a5ea-43ab-8d36-f12ada86bd4b,"Moll, Herman, -1732",fst01835508,World maps,1709,,1709-1709,World,"-179.99,-89.99,179.99,89.99",,2019-01-16,2022-creator-sprint|-180TO180|sprint-2021-05
0c732b57-2b0b-4807-bad3-40855fe9e8d3,"Bowles, John, 1701-1779|Bowles, Thomas, -1767|Moll, Herman, -1732",fst00017692|null|fst01835508,Early maps,approximately 1731,1731,1731-1731,North America,"-85.000,29.000,-54.000,56.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
0529a84b-cbf6-4731-9afc-41d1e828ca17,"Hondius, Hendrik, 1597-1651|Hondius, Hendrik, 1597-1651. Appendix Atlas of the British Isles and Northern Europe|Jansson, Jan, 1588-1664. Appendix Atlas of the British Isles and Northern Europe|Pont, Timothy, 1560?-1614?|Vignaud, Henry, 1830-1922, former owner.",fst00101029|null|null|fst00006987|null,,between 1630 and 1639,,1630-1639,Scotland-- United Kingdom--Lothian,"-3.69,55.76,-2.5,56.07",,2019-01-16,2022-creator-sprint|sprint-2021-05
942c53a3-4daa-43eb-a36a-3617d5d872a3,"Lapham, Increase Allen, 1811-1875",fst00012851,Geological maps,1869,1869,1869-1869,Wisconsin,"-93.000,43.000,-87.000,47.000",,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
69e3d99c-e8ed-490e-bbd4-768e4ee1f90b,,,Thematic maps|Tourist maps,between 1846 and 1849,1849,1846-1849,United States,"-124.98,22.61,-67.18,49.31",http://sws.geonames.org/6252001,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
3ffb1f2e-d617-4361-bc2b-49d9ad270cad,"Dahl, James, former owner|Senex, John, -1740|Senex, John, -1740.""Harris, John, fl. ca.1685-ca. 1720 engraver.",null|null|null,Early maps,Approximately 1719,n.d.,1719-1719,Americas,"-169.3,-57.5,-34.8,72.7",,,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
3d305177-0642-4d96-ad17-5afa43c0051e,"Anville, Jean Baptiste Bourguignon d', 1697-1782",fst00061563,,1794,,1794-1794,Arabian Peninsula,"27.6,10.2,61.35,32.73",,2019-01-16,2022-creator-sprint|sprint-2021-05
4bcf807d-06e2-4ad5-bfd9-6248c0b50628,"Bumpus, John.",fst02013758,,1830,,1830-1830,England--London|England,"-0.18,51.48,0.01,51.54",http://sws.geonames.org/2643743,2019-01-16,2022-creator-sprint|sprint-2021-05
3c6782ff-3209-482f-8eec-e611d25edc75,"Brose, W. engraver|Dahl, James, former owner|Tanner, Henry Schenck, 1786-1858",null|null|fst01432799,,1839,,1839-1839,Louisiana,"-94.05,28.92,-88.82,33.02",,2019-01-16,2022-creator-sprint|sprint-2021-05
b203a749-3328-4519-900a-7a54c6750057,"Mitchell, S. Augustus (Samuel Augustus), 1792-1868",fst00012500,,1847,1847,1847-1847,Michigan,"-91.000,41.000,-82.000,48.000",,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
44bafcf9-806c-4c19-bb89-df615c397ccb,"Burroughs, H. N.|Mitchell, S. Augustus (Samuel Augustus), 1792-1868",fst00231696|fst00012500,,1846,,1846-1846,Michigan,"-91.000,41.000,-82.000,48.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
aa38a981-80a3-4952-84c6-cec50891aeed,"Burroughs, H. N.|Mitchell, S. Augustus (Samuel Augustus), 1792-1868",fst00231696|fst00012500,Early maps,1846,1846,1846-1846,Michigan,"-91.000,41.000,-82.000,48.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
ae23393c-a4b9-4191-8473-ec4eef4d453a,"Mitchell, S. Augustus (Samuel Augustus), 1792-1868|Thomas, Cowperthwait & Co.",null|fst01459584,Early maps,1850,1850,1850-1850,Michigan,"-91.000,41.000,-82.000,48.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
959bd021-896d-446b-aff2-80aa1a66bf73,"Dahl, James, former owner|Dawson, E. B., engineer|Tanner, Henry Schenck, 1786-1858",null|null|fst01432799,,1833,,1833-1833,Michigan,"-88.7,41.15,-82.23,48.25",,2019-01-16,2022-creator-sprint|sprint-2021-05
e6c04c3a-8eae-4823-93f7-78f3e9e09aca,"Dahl, James, former owner|Dawson, E. B., engraver|Tanner, Henry Schenck, 1786-1858",null|null|fst01432799,,1841,,1841-1841,Michigan,"-88.7,41.15,-82.23,48.25",,2019-01-16,2022-creator-sprint|sprint-2021-05
7078c0a8-cdcb-4d76-b442-43ed2a1413e7,"Dahl, James, former owner|Dawson, E. B|Tanner, Henry Schenck, 1786-1858",null|fst02013801|fst01432799,,1836,,1836-1836,Michigan,"-88.7,41.15,-82.23,48.25",,2019-01-16,2022-creator-sprint|sprint-2021-05
e1f722e5-95b8-4c95-9300-c8729280c443,"Dahl, James, former owner|Desilver, Charles|Mitchell, S. Augustus (Samuel Augustus), 1792-1868",null|null|fst00012500,,1856,,1856-1856,Michigan,"-91.000,41.000,-82.000,48.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
8a641d72-e772-46d4-9df6-d7fa907553d7,"Lea, Philip, active 1683-1700|Willdey, George.",null|null,,between 1715 and 1720?,,1715-1715,United States of America,"-77.97,36.68,-69.77,43.13",,2019-01-16,2022-creator-sprint|sprint-2021-05
94114273-4e2a-41b1-a650-abb1c35bf796,"Burghers, Michael, 1647 or 1648-1727, engraver.|Wells, Edward, 1667-1727",null|fst00082082,Early maps,approximately 1700,n.d.,1700-1700,North America,"-128.7,5.55,-12.65,79.22",,2019-01-16,2022-creator-sprint|sprint-2021-05
7607de4a-836e-48a8-a034-0076a4bb1866,"Kitchin, Thomas, 1718-1784|Pownall, Thomas, 1722-1805|Sayer, Robert, 1725-1794",null|fst00052661|fst00055649,Early maps|Pictorial maps|Military maps,between 1779 and 1783,1783,1779-1783,North America,"-117.23,6.73,-43.92,54.9",,2019-01-16,2022-creator-sprint|sprint-2021-05
542505a4-e5e9-4363-b7f3-7bff9536c3fc,"Anville, Jean Baptiste Bourguignon d', 1697-1782|Laurie & Whittle",fst00061563|null,,1794,,1794-1794,Iran,"60.000,20.000,90.000,45.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
aa17b9dd-96c9-45a6-8812-a3a59075713d,"Dahl, James, former owner|Harris, John, active 1680-1739 or 1740|Senex, John, -1740",null|fst01822980|null,,1719,,1719-1719,North America,"-91.87,7.15,-66.93,59.48",,2019-01-16,2022-creator-sprint|sprint-2021-05
0ca1b79e-28f8-4bd9-954b-8969819ff564,"Jefferys, Thomas, -1771|Robert Sayer and John Bennett (Firm)",fst01827000|fst00543212,,,1776,1776-1776,Canada--Quebec|Canada|Canada,"-80.95,44.27,-60.03,55.08",http://sws.geonames.org/6115047,2021-04-16,2022-creator-sprint|sprint-2021-05
befb25e9-1e60-451a-9b25-901cb51e04b3,"Faden, William, 1749-1836",fst01720291,,1790?,,1790-1790,England--London|England,"-0.16,51.49,-0.04,51.53",http://sws.geonames.org/2643743,2019-01-16,2022-creator-sprint|sprint-2021-05
4603bbe0-296a-4152-8257-c5362692f807,"Wallingford, Daniel K.",null,,,1937,1937-1937,United States,"-162.77,20.18,-57.65,64.93",http://sws.geonames.org/6252001,2021-04-16,2022-creator-sprint|sprint-2021-05
b0898389-5773-4497-ab7e-f866ac87625e,"Cartography Associates|David Rumsey Collection|Gaultier, abbé (Aloisius Edouard Camille), 1746?-1818",null|null|null,World maps,1792,,1792-1792,World,"-179.99,-89.99,179.99,89.99",,2019-01-16,2022-creator-sprint|-180TO180|sprint-2021-05
4e758ae0-dbdd-4b01-b17c-714dde638c8f,"Holland, Samuel, 1728-1801",fst00056460,,1863,,1863-1863,New York--New York|New York--New York State,"-74.02,40.7,-73.99,40.72",,2019-01-16,2022-creator-sprint|sprint-2021-05
23dc613d-7ae3-4bd3-bcb1-ef9b9f695971,"Senex, John, -1740|Senex, John, -1740. New map of London, most humbly inscrib'd to the Rt. worshipfull St. Peter Delme t. & Aldermn. of London, 1720. Revised by Ino. Senex.",null|null,,1720,1850,1720-1720,England--London|England,"-0.14,51.49,-0.06,51.53",http://sws.geonames.org/2643743,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
21a96d32-1bd4-49e0-8e11-382b74b7d9fe,Florida. Office of the Surveyor General,fst00552291,,1855,,1855-1855,Florida,"-87.500,24.500,-80.000,31.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
2769ab8b-5b4e-43df-b777-45f892ea7d94,"Florida. Office of the Surveyor General|McClelland, D.",fst00552291|fst01480369,,1848,,1848-1848,Florida,"-87.630,24.520,-80.020,31.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
74bc43a2-2706-4049-bf02-6c5e82a0ac86,,,Thematic maps,between 1880 and 1890,1880,1880-1889,North America,"-79.524,38.615,-63.703,49.288",http://sws.geonames.org/6255149,2021-04-16,202212bbox|sprint-2021-05
6424cb17-c8da-48b3-944d-2f5ce8cbab14,Century Company,fst00555750,,1897,1897,1897-1897,Central Africa,"4.92,-11.57,44.47,12.55",,2019-01-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
4064efb1-fc12-4768-91c2-4fc059dc0d45,"Schneider, Adam Gottlieb, 1745-1815.",,,1794,,1794-1794,Africa,"-26.000,-35.000,60.000,37.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
6c4f0f73-1225-4c1f-9b78-f646162ef408,"Colton, G. Woolworth (George Woolworth), 1827-1901",fst01459585,,1855,,1855-1855,Africa,"17.000,-3.000,66.000,43.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
c93bff71-a43b-43d4-bfef-273f0528df99,"Colton, G. Woolworth (George Woolworth), 1827-1901",fst01459585,,1855,,1855-1855,Northern Africa,"-28.000,-3.000,17.000,43.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
0d67076a-dcc5-4c5c-9450-3198dbd5116a,"Blaeu, Willem Janszoon, 1571-1638",fst00050858,,approximately 1642,,1642-1642,,"-26.58,-37.53,60.55,39.22",,2019-01-16,2022-creator-sprint|sprint-2021-05
36c8bbdd-df33-45d5-96ca-0bdc4b1997c3,"Colton, G. Woolworth (George Woolworth), 1827-1901",fst01459585,,1855,,1855-1855,Africa,"7.000,-36.000,53.000,0.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
5afef527-ec44-4a76-b9dc-ad73294e971a,"Blaeu, Willem Janszoon, 1571-1638",fst00050858,,approximately 1643,,1643-1643,Africa,"-34.1,-39.12,66.03,40.08",,2019-01-16,2022-creator-sprint|sprint-2021-05
0a681f83-701a-4f0f-be92-63253d6050b3,"Hondius, Jodocus, 1594 or 1595-1629, cartographer|Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Atlantis Maioris Appendix, 1630|Vignaud, Henry, 1830-1922, former owner.",null|fst00012480|null|null,,1630,,1630-1630,Africa,"-26.58,-34.97,60.55,37.95",,2019-01-16,2022-creator-sprint|sprint-2021-05
ecf09765-a59b-42af-8bb4-06a339013081,"Reichard, Christian Gottlieb, 1758-1837|Stieler, Adolf, 1775-1836",null|fst01484988,,1820,,1820-1820,Africa,"-71.020,-41.870,58.380,48.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
8d6e6ebc-444b-4c21-864d-3f3c6563df7c,[creator not identified],,,approximately 1839,1839,1839-1839,Africa,"-30.000,-36.000,60.000,40.000",,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
845fa2d2-807d-4636-8a71-19a6cc690ea0,France. Comité des travaux historiques et scientifiques|Mappemonde Portugaise anonyme de 1502.,fst00570436|null,Early maps,1502,1886,1502-1502,Africa,"-30.35,-47.7,62.17,38.63",,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
7f660796-5a9c-4999-9638-da393b1e2749,"Poirson, J. B. (Jean Baptiste), 1760-1831|Tardieu, Jean Baptiste Pierre, 1746-1816, engraver.",null|null,,1809,,1809-1809,Africa,"-27.120,-35.000,64.920,38.420",,2019-01-16,2022-creator-sprint|sprint-2021-05
c6f44b88-c6e6-4379-ba90-3ce4a9a9167d,"Du Tralage, Jean Nicolas, -1699|Nolin, Jean Baptiste, 1648-1708",null|null,,1704,,1704-1704,Africa,"-26.58,-37.53,60.55,39.7",,2019-01-16,2022-creator-sprint|sprint-2021-05
deed002a-b87c-4fd0-9533-f8bfeb32cfc4,"Lapie, M. (Pierre), 1779-1850",,,1809,,1809-1809,Africa,"-20.000,-5.000,60.000,45.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
e0a20167-34f2-496a-a3db-819b2c86ff89,"Jansson, Jan, 1588-1664. Appendix Atlas|La Guillotiere, François de.|Vignaud, Henry, 1830-1922, former owner.",null|null|null,Early maps,approximately 1636,1636?,1636-1636,France--Île-de-France|France--Île-de-France|France,"1.446,48.120,3.559,49.241",http://sws.geonames.org/3012874,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
1e03a784-8240-4952-8665-3a80ab641432,,,,,1844,1844-1844,New York,"-79.87,40.38,-71.4,45.5",http://sws.geonames.org/5128638,2021-04-16,sprint-2021-05
095696a6-daf4-4496-baed-ec4857e0c250,Japan. Rikugun. Sanbō Honbu,null,,Meiji 8 1875,,1875-1875,Eastern Asia,"64.2,5.33,146.35,46.07",,2019-01-16,2022-creator-sprint|sprint-2021-05
68d032c8-4c70-4c52-8c31-d83aaece82e6,"Baarsel, C. van (Cornelius)",fst02013760,,,1822,1822-1822,Arctic,"-169.400,55.000,-34.980,89.980",http://sws.geonames.org/10941926,2021-04-16,2022-creator-sprint|sprint-2021-05
b7c7292c-9386-4101-b1b7-d31ca9473cdf,"Magini, Giovanni Antonio, 1555-1617",fst00135052,Early maps,,1597,1597-1597,Americas,"-168.01,-75.0,-55.0,70.01",http://sws.geonames.org/10861432,2021-04-16,bbox-verified_2023-02-27|2022-creator-sprint|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
51b15f7d-4d28-4690-9c88-1589b9a91bdd,"Scherer, Heinrich, 1628-1704.",null,Early maps,between 1700 and 1720,n.d.,1700-1720,North America,"-146.12,-10.88,-31.98,72.32",,2019-01-16,2022-creator-sprint|sprint-2021-05
4258a3be-1d60-4178-b59a-c4f3757557c7,"Bormeester, Joachim.",null,Early maps,1700,1700,1700-1700,Americas,"-172.65,-56.87,5.27,64.52",,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
de21294e-7fa3-4cf0-95f6-6addce370297,"Hondius, Hendrik, 1597-1651|Jansson, Jan, 1588-1664",fst00101029|fst00012480,,approximately 1641,,1641-1641,North America,"-128.000,4.230,-32.950,67.720",,2019-01-16,2022-creator-sprint|sprint-2021-05
76e125f3-c74d-48c7-8399-61182b54a550,"Dahl, James, former owner|Hondius, Hendrik, 1597-1651",null|fst00101029,,1639,,1639-1639,North America,"-125.37,-0.05,-49.22,59.85",,2019-01-16,2022-creator-sprint|sprint-2021-05
68f5c8f4-7f72-41b0-af07-72799b37d36c,"Anville, Jean Baptiste Bourguignon d', 1697-1782",fst00061563,,,1756,1756-1756,North America,"-95.68,27.87,-51.77,54.32",http://sws.geonames.org/6255149,2021-04-16,2022-creator-sprint|sprint-2021-05
b0106b62-940c-44a0-8671-a8559925a65b,"L'Isle, Guillaume de, 1675-1726|Lotter, Georg Friedrich|Lotter, Tobias Conrad, 1717-1777",fst00019557|null|null,,1772?,,1772-1772,North America,"-131.17,5.55,-19.33,78.65",,2019-01-16,2022-creator-sprint|sprint-2021-05
3647020c-2f6c-4b1a-a2ba-2dbc7507319b,"Schenk, Peter, 1661-1711",fst01935893,Early maps,Appoximately 1709,n.d.,1709-1709,Americas,"-169.3,-57.5,-34.8,72.7",,,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
9aece35e-70bb-4053-8529-957acf3b728c,"Coronelli, Vincenzo, 1650-1718",fst00012407,,1695?,,1695-1695,North America,"-120.000,10.000,-87.000,68.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
4f2f594b-52ec-4247-9c38-d5d8f9289efb,"Mercator, Gerhard, 1512-1594|Purchas, Samuel, 1577?-1626",fst00012224|fst00016804,Early maps,approximately 1626,1626?,1626-1626,Americas,"-169.3,-57.5,-34.8,72.7",http://sws.geonames.org/10861432,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
9b7cf464-0f5d-4a72-b614-1b8fcd00fa53,"Boehme, August Gottlieb, 1719-1797|Dahl, James, former owner|Homann Erben (Firm)",null|null|fst00544026,,1746,,1746-1746,Americas,"-163.67,-59.87,10.13,61.98",,2019-01-16,2022-creator-sprint|sprint-2021-05
c2debae1-5496-410f-a6b7-7627b278a57c,"Blaeu, Cornelis, 1610-1649|Blaeu, Joan, 1596-1673",fst02013986|fst00055883,,-1621,-164,1640-1649,Americas,"-169.3,-57.5,-34.8,72.7",http://sws.geonames.org/10861432,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
2f6742ce-2def-48da-9204-d40195334b48,"Ortelius, Abraham, 1527-1598",fst00000509,Early maps|Pictorial maps|Military maps,1570?,1570,1570-1570,Americas,"-124.750,-55.700,-32.870,49.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
0f09443f-3513-4093-a10b-76aeccc5ede6,"Schenk, Petrus, 1660-1718 or 9.|Zürner, Adam Friedrich, 1679-1742",null|null,,1709,,1709-1709,Americas,"-169.55,-56.53,-2.52,74.88",,2019-01-16,2022-creator-sprint|sprint-2021-05
b2d57337-8f40-4980-a702-3b595cb64737,"Sanson, Guillaume|Sanson, Nicolas, 1600-1667",fst00156207|fst00007715,,1669,,1669-1669,South America,"-93.97,-56.53,-32.58,16.63",,2019-01-16,2022-creator-sprint|sprint-2021-05
dc970abb-b158-4db6-b368-32af8b6dcef5,"Ottens, J. (Josua), 1704-1765|Ottens, R. (Reinier), 1698-1750",null|null,,,1756,1756-1756,Americas,"-126.15,4.83,-6.88,79.98",http://sws.geonames.org/10861432,2021-04-16,2022-creator-sprint|sprint-2021-05
137014e4-62e6-4042-8b99-f5e2608b3a25,"Jaillot, Alexis Hubert, 1632?-1712|Sanson, Nicolas, 1600-1667",fst00019259|fst00007715,,1692,,1692-1692,North America,"-169.13,5.55,2.28,78.62",,2019-01-16,2022-creator-sprint|sprint-2021-05
51a2ddb8-b7b8-4e2e-98b1-db7c0497f47f,"Hennepin, Louis, active 17th century",null,,,1730?,1730-1730,North America,"-96.36,25.13,-74.3,44.28",http://sws.geonames.org/6255149,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
201ca22f-1eb4-4a78-a9bf-b143146f1369,Année Cartographique,,,,1891,1891-1891,Americas,"-172.7,-60.0,-19.8,81.2",http://sws.geonames.org/10861432,2021-04-16,bbox-verified_2023-02-27|2022-creator-sprint|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
f5ecad92-625b-42ed-8a34-b1e8f6136df3,"Sanson, Nicolas, 1600-1667",fst00007715,,1674?,,1674-1674,North America,"3.87,5.77,142.08,78.67",,2019-01-16,2022-creator-sprint|sprint-2021-05
606d5bb5-f665-499a-9413-630b36c6e34c,"Anville, Jean Baptiste Bourguignon d', 1697-1782|Dahl, James, former owner|Haye, G. de la, engraver|Major, Sieur, engraver",fst00061563|null|null|null,,1746,,1746-1746,North America,"-115.47,6.67,-51.68,76.5",,2019-01-16,2022-creator-sprint|sprint-2021-05
bdf4b2ee-80fd-42ad-b826-c165863bdd4e,"Bowen, Emanuel, 1693 or 1694-1767|Gibson, J. (John), active 1750-1792|Sayer, Robert, 1725-1794",fst02013754|fst02013663|fst00055649,,1768?,,1768-1768,North America,"-120.000,5.000,-50.000,54.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
0797ba77-85b9-4c64-8646-eaa801f9356d,"Farmer, John, 1798-1859",fst00448810,,1831,,1831-1831,Michigan,"-86.83,41.43,-82.37,43.78",,2019-01-16,2022-creator-sprint|sprint-2021-05
91553e6e-8c58-4cdf-bdbc-5b1bfae976b5,"Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",null|null,,between 1630 and 1639,1636?.,1630-1639,Spain--Andalusia|Spain,"-7.538,36.033,-1.627,38.704",http://sws.geonames.org/2521750,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
a9ad1d80-832b-48b7-bd57-8afc04155608,"Janssonius van Waesberge, Johannes, active 1642-1681",fst02013846,,1621,,1621-1621,United Kingdom--British Isles|United Kingdom,"-13.42,48.02,2.67,59.65",,2019-01-16,2022-creator-sprint|sprint-2021-05
