ID,Identifier,created_at,assignment_origin
04faa65b-7de6-4607-bcd8-02789c6604af,"https://quod.lib.umich.edu/c/clark1ic/x-002904304/39015091901143|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:002904304|oai:quod.lib.umich.edu:IC-CLARK1IC-X-002904304%5D39015091901143|http://name.umdl.umich.edu/IC-CLARK1IC-X-002904304%5D39015091901143|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/002904304/39015091901143/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:002904304:39015091901143|002904304; 04faa65b-7de6-4607-bcd8-02789c6604af",2026-09-07T13:44:02.566014+00:00,existing
0529a84b-cbf6-4731-9afc-41d1e828ca17,"https://quod.lib.umich.edu/c/clark1ic/x-010349238/39015091192008_01|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:010349238|oai:quod.lib.umich.edu:IC-CLARK1IC-X-010349238%5D39015091192008_01|http://name.umdl.umich.edu/IC-CLARK1IC-X-010349238%5D39015091192008_01|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/010349238/39015091192008_01/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:010349238:39015091192008_01|010349238; 0529a84b-cbf6-4731-9afc-41d1e828ca17|oai:quod.lib.umich.edu:IC-CLARK1IC-X-010349238%5D39015091192008_02|http://name.umdl.umich.edu/IC-CLARK1IC-X-010349238%5D39015091192008_02|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/010349238/39015091192008_02/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:010349238:39015091192008_02",2026-09-07T13:44:02.566062+00:00,existing
055ec54f-42b3-47bc-b4f0-87b9a0870567,"https://quod.lib.umich.edu/c/clark1ic/x-004257037/39015091185937|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:004257037|oai:quod.lib.umich.edu:IC-CLARK1IC-X-004257037%5D39015091185937|http://name.umdl.umich.edu/IC-CLARK1IC-X-004257037%5D39015091185937|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/004257037/39015091185937/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:004257037:39015091185937|004257037; 055ec54f-42b3-47bc-b4f0-87b9a0870567",2026-09-07T13:44:02.566142+00:00,existing
056f9297-f493-4de1-b98e-b86aebc19d83,"https://quod.lib.umich.edu/c/clark1ic/x-003281462/39015091911332|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:003281462|oai:quod.lib.umich.edu:IC-CLARK1IC-X-003281462%5D39015091911332|http://name.umdl.umich.edu/IC-CLARK1IC-X-003281462%5D39015091911332|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/003281462/39015091911332/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:003281462:39015091911332|003281462; 056f9297-f493-4de1-b98e-b86aebc19d83",2026-09-07T13:44:02.566176+00:00,existing
0583035b-dd30-4c37-a170-0a867c16ab30,"https://quod.lib.umich.edu/c/clark1ic/x-012551046/39015091192263_01|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:012551046|oai:quod.lib.umich.edu:IC-CLARK1IC-X-012551046%5D39015091192263_01|http://name.umdl.umich.edu/IC-CLARK1IC-X-012551046%5D39015091192263_01|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/012551046/39015091192263_01/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:012551046:39015091192263_01|012551046; 0583035b-dd30-4c37-a170-0a867c16ab30|oai:quod.lib.umich.edu:IC-CLARK1IC-X-012551046%5D39015091192263_02|http://name.umdl.umich.edu/IC-CLARK1IC-X-012551046%5D39015091192263_02|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/012551046/39015091192263_02/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:012551046:39015091192263_02",2026-09-07T13:44:02.566224+00:00,existing
062ba63a-c02e-48db-af46-da93232923af,"https://quod.lib.umich.edu/c/clark1ic/x-000080674/39015091898778_01|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:000080674|oai:quod.lib.umich.edu:IC-CLARK1IC-X-000080674%5D39015091898778_01|http://name.umdl.umich.edu/IC-CLARK1IC-X-000080674%5D39015091898778_01|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/000080674/39015091898778_01/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:000080674:39015091898778_01|000080674; 062ba63a-c02e-48db-af46-da93232923af|oai:quod.lib.umich.edu:IC-CLARK1IC-X-000080674%5D39015091898778_02|http://name.umdl.umich.edu/IC-CLARK1IC-X-000080674%5D39015091898778_02|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/000080674/39015091898778_02/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:000080674:39015091898778_02|oai:quod.lib.umich.edu:IC-CLARK1IC-X-000080674%5D39015091898778_03|http://name.umdl.umich.edu/IC-CLARK1IC-X-000080674%5D39015091898778_03|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/000080674/39015091898778_03/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:000080674:39015091898778_03|oai:quod.lib.umich.edu:IC-CLARK1IC-X-000080674%5D39015091898778_04|http://name.umdl.umich.edu/IC-CLARK1IC-X-000080674%5D39015091898778_04|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/000080674/39015091898778_04/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:000080674:39015091898778_04|oai:quod.lib.umich.edu:IC-CLARK1IC-X-000080674%5D39015091898778_05|http://name.umdl.umich.edu/IC-CLARK1IC-X-000080674%5D39015091898778_05|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/000080674/39015091898778_05/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:000080674:39015091898778_05|oai:quod.lib.umich.edu:IC-CLARK1IC-X-000080674%5D39015091898778_06|http://name.umdl.umich.edu/IC-CLARK1IC-X-000080674%5D39015091898778_06|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/000080674/39015091898778_06/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:000080674:39015091898778_06",2026-09-07T13:44:02.566324+00:00,existing
065fe168-662c-4305-906f-d0bd0521a039,"https://quod.lib.umich.edu/c/clark1ic/x-013490813/39015060935973|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:013490813|oai:quod.lib.umich.edu:IC-CLARK1IC-X-013490813%5D39015060935973|http://name.umdl.umich.edu/IC-CLARK1IC-X-013490813%5D39015060935973|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/013490813/39015060935973/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:013490813:39015060935973|013490813; 065fe168-662c-4305-906f-d0bd0521a039",2026-09-07T13:44:02.566359+00:00,existing
066b9275-cddd-42df-99f3-effa04212364,"https://quod.lib.umich.edu/c/clark1ic/x-003879289/39015091186059|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:003879289|oai:quod.lib.umich.edu:IC-CLARK1IC-X-003879289%5D39015091186059|http://name.umdl.umich.edu/IC-CLARK1IC-X-003879289%5D39015091186059|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/003879289/39015091186059/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:003879289:39015091186059|003879289; 066b9275-cddd-42df-99f3-effa04212364",2026-09-07T13:44:02.566394+00:00,existing
066d803d-7cb4-4eb1-8d69-c6a310794eef,"https://quod.lib.umich.edu/c/clark1ic/x-003279468/39015091191752_01|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:003279468|oai:quod.lib.umich.edu:IC-CLARK1IC-X-003279468%5D39015091191752_01|http://name.umdl.umich.edu/IC-CLARK1IC-X-003279468%5D39015091191752_01|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/003279468/39015091191752_01/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:003279468:39015091191752_01|003279468; 066d803d-7cb4-4eb1-8d69-c6a310794eef",2026-09-07T13:44:02.566427+00:00,existing
06bdb269-cf1b-4a64-98fa-ae892f13e7be,"https://quod.lib.umich.edu/c/clark1ic/x-004267852/39015091193907|https://quod.lib.umich.edu/cgi/i/image/api/search/clark1ic:004267852|oai:quod.lib.umich.edu:IC-CLARK1IC-X-004267852%5D39015091193907|http://name.umdl.umich.edu/IC-CLARK1IC-X-004267852%5D39015091193907|https://quod.lib.umich.edu/cgi/i/image/api/thumb/clark1ic/004267852/39015091193907/!250,250|https://quod.lib.umich.edu/cgi/i/image/api/manifest/clark1ic:004267852:39015091193907|004267852; 06bdb269-cf1b-4a64-98fa-ae892f13e7be",2026-09-07T13:44:02.566473+00:00,existing
