ID,Code,Title,Description,Resource Class,Publication State,Website Platform,Endpoint URL,Endpoint Description,Is Harvested,Last Harvested,Accrual Method,Accrual Periodicity,Harvest Workflow,Access Rights,Suppressed Record,Identifier,Tags,Admin Note
harvest_12d-02,12d-02,Harvest record for Early Modern Maps of the Americas,Harvest record - temporary,Series,draft,Django,,,,2021-04-27,Mediated deposit,Annual,template_csv,Public,true,12d-02,ogm,
harvest_12d-04,12d-04,"Harvest record for Center for Ancient Middle Eastern Landscapes, Institute for the Study of Ancient Cultures, University of Chicago",Harvest record - temporary,Series,draft,PHP,https://github.com/uchicago-its-web-services/camel-btaa,GitHub,,2024-01-01,Mediated deposit,Annual,template_csv,Public,true,12d-04,,
harvest_13d-01,13d-01,Harvest record for DigitalCommons@University of Nebraska-Lincoln,Harvest record - temporary,Series,draft,HTML/JS,oai:digitalcommons.unl.edu,OAI-PMH,,2025-09-19,Manual curation,Annual,template_children,Public,true,13d-01,ogm,
harvest_13d-02,13d-02,Harvest record for Image and Multimedia Collections at the University of Nebraska-Lincoln,Harvest record - temporary,Series,draft,HTML/JS,,,,2021-05-25,Manual curation,Annual,template_children,Public,true,13d-02,ogm,
harvest_14d-01,14d-01,Harvest record for Maps of New Jersey,Harvest record - temporary,Series,draft,Drupal,https://rucore.libraries.rutgers.edu/api/dpla-oai-pmh/?settype=portal&set=2Pp7Cy4Bs,OAI-PMH,,2022-08-17,Automated retrieval,Annual,py_oaipmh,Public,true,14d-01,ogm,
harvest_15d-01,15d-01,Harvest record for Northwestern University Digital Collections,Harvest record - temporary,Series,draft,NextJS,https://api.dc.library.northwestern.edu/api/v2/oai,OAI-PMH,,2024-02-28,Automated retrieval,Annual,py_oaipmh,Public,true,15d-01,ogm,
harvest_20d-0001,20d-0001,Harvest record for Harvard Geospatial Library,Harvest record - temporary,Series,draft,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.harvard,,,2025-08-23,Automated retrieval,Annual,py_ogm_aardvark,Public,true,20d-0001,,
harvest_20d-0002,20d-0002,Harvest record for Princeton University Libraries Digital Maps & Geospatial Data,Harvest record - temporary,Series,draft,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.princeton,GeoBlacklight,,2025-08-23,Automated retrieval,Annual,py_ogm_gbl1,Public,true,20d-0002,,
harvest_20d-0004,20d-0004,Harvest record for Geospatial Information Repository (CUGIR),Harvest record - temporary,Series,draft,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.cornell,,,2025-08-23,Automated retrieval,Annual,py_ogm_aardvark,Public,true,20d-0004,,
harvest_77d-0004,77d-0004,Harvest record for The Newberry Library Digital Collections,Harvest record - temporary,Series,draft,,,,,2025-09-20,Manual curation,Annual,template_children,Public,true,77d-0004,,
harvest_999-0001,999-0001,Harvest record for Social Explorer,Harvest record - temporary,Series,draft,,,,,2021-04-27,Manual curation,Annual,template_children,Public,true,999-0001,,
harvest_20d-0005,20d-0005,Harvest record for American Panorama,Harvest record - temporary,Series,draft,,,,,2025-09-20,Manual curation,Annual,template_children,Public,true,20d-0005,,
harvest_03d-02,03d-02,Harvest record for Dividing the City: Race-Restrictive Covenants in St. Louis and St. Louis County,Harvest record - temporary,Series,draft,GitHub,,,,2023-05-11,Manual curation,Annual,template_children,Public,true,b492921b-eebf-442f-acb4-1dc6b0d21cc8,,
harvest_20d-0003,20d-0003,Harvest record for Stanford Earthworks,Earthworks is Stanford University Library's portal for discovery and distribution of geospatial data. Earthworks provides federated search of more than a dozen other research collections and direct access to data for download.,Series,draft,GeoBlacklight,https://github.com/OpenGeoMetadata/edu.stanford.purl,GitHub,true,2025-12-31,Automated retrieval,Annual,py_ogm_aardvark,Public,true,20d-0003,,"Partially harvested - only adding public, nationwide or international datasets. (Not adding California records yet (2025-12-31)"
harvest_20d-0006,20d-0006,Harvest record for American Geographical Society Library – UWM Libraries,Harvest record - temporary,Series,draft,GeoBlacklight,,GitHub,true,,Automated retrieval,Annual,py_ogm_aardvark,Public,true,,,
harvest_03d-06,03d-06,Harvest record for Iowa parcels ,Harvest record - temporary,Series,draft,,,,,,Mediated deposit,Annual,template_children,Public,true,78ebcce3-6558-430f-8c3c-7be8cb1fbda2,,Submitted by Jay Bowen along with guide on filtering c8996c0d-278b-4006-ad68-40009e0217e2
harvest_02a-01,02a-01,Harvest record for Illinois Geospatial Data Clearinghouse,Harvest record - temporary,Series,draft,Custom data portal,https://clearinghouse.isgs.illinois.edu/data,HTML,,2025-08-23,Automated retrieval,Monthly,py_isgs,Public,true,02a-01,,
harvest_05a-01_ckan,05a-01,Harvest record for Minnesota Geospatial Commons,Harvest record - temporary,Series,draft,CKAN,https://gisdata.mn.gov/api/3/action/package_search,CKAN API,,2026-03-16,Automated retrieval,Monthly,py_mncommons_ckan,Public,true,05a-01,,
harvest_08a-01,08a-01,Harvest record for PASDA: The Pennsylvania Geospatial Data Clearinghouse,Harvest record - temporary,Series,draft,Custom data portal,https://www.pasda.psu.edu/uci/SearchResults.aspx?Keyword=+,HTML,,2025-11-16,Automated retrieval,Monthly,py_pasda,Public,true,08a-01,,
harvest_99-1400,99-1400,Harvest record for Humanitarian Data Exchange,Harvest record - temporary,Series,draft,CKAN,https://data.humdata.org/api/3/action/package_search,CKAN API,,2025-11-17,Automated retrieval,Monthly,py_hdx,Public,true,99-1400,,
harvest_08f-01,08f-01,Harvest record for Western Pennsylvania Regional Data Center Open Data,Harvest record - temporary,Series,draft,CKAN,http://www.wprdc.org/api/3/action/package_list,CKAN API,,2021-04-27,Automated retrieval,Quarterly,py_ckan,Public,true,08f-01,,
harvest_01b-18057,01b-18057,"Harvest record for Hamilton County, Indiana Open Data Collection",Harvest record - temporary,Series,draft,ArcGIS Hub,https://geohub.hamiltoncounty.in.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,01b-18057,,
harvest_01b-18163,01b-18163,"Harvest record for Evansville, Vanderburgh County, Indiana Open Data Collection",Harvest record - temporary,Series,draft,ArcGIS Hub,https://dev-evansvilleapc.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,01b-18163,,
harvest_01c-01,01c-01,"Harvest record for City of Bloomington, Indiana Open Data Portal",Harvest record - temporary,Series,draft,Socrata,https://data.bloomington.in.gov/data.json,DCAT API,,2026-02-08,Automated retrieval,Weekly,py_socrata,Public,true,01c-01,,
harvest_01c-02,01c-02,Harvest record for OpenIndy Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,http://data.indy.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,01c-02,,
harvest_02a-04,02a-04,Harvest record for Illinois DOT Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-idot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,02a-04,,
harvest_02b-17091,02b-17091,Harvest record for Kankakee County GIS,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub.k3gis.com/,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,02b-17091,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 02b-17091: Expecting value: line 1 column 1 (char 0)""- API returns 202 error -Cleo Feb 2026"
harvest_02b-17113,02b-17113,Harvest record for McLean County GIS Consortium Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,http://www.mcgis.org/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,02b-17113,,
harvest_02c-01,02c-01,"Harvest record for Evanston, Illinois Open Data Hub",Harvest record - temporary,Series,draft,ArcGIS Hub,https://data.cityofevanston.org/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,02c-01,,
harvest_02c-02,02c-02,Harvest record for City of Champaign GIS,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-cityofchampaign.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,02c-02,,
harvest_03a-02,03a-02,Harvest record for IowaDOT Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://public-iowadot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,03a-02,,
harvest_03a-03,03a-03,Harvest record for Iowa Geodata,Harvest record - temporary,Series,draft,ArcGIS Hub,https://geodata.iowa.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,03a-03,,
harvest_03b-19113,03b-19113,"Harvest record for Linn County, Iowa Open Data Portal",Harvest record - temporary,Series,draft,ArcGIS Hub,http://opendata-linncounty-gis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,03b-19113,,
harvest_03b-19155,03b-19155,Harvest record for Pottawattamie County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-pottcounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,03b-19155,,
harvest_04a-01,04a-01,Harvest record for Maryland iMap,Harvest record - temporary,Series,draft,ArcGIS Hub,http://data.imap.maryland.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04a-01,,
harvest_04b-24003,04b-24003,Harvest record for Anne Arundel County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://maps.aacounty.org/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04b-24003,,
harvest_04b-24005,04b-24005,Harvest record for Baltimore County Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata.baltimorecountymd.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04b-24005,,
harvest_04b-24009,04b-24009,Harvest record for Calvert County Open GIS Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://calvert-county-open-data-calvertgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04b-24009,,
harvest_04b-24013,04b-24013,Harvest record for Carroll County GIS Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-carrollco-md.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04b-24013,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 04b-24013: 404 Client Error: Not Found for url: https://data-carrollco-md.opendata.arcgis.com/api/feed/dcat-us/1.1.json - {""error"":""GWM_0003: You do not have permissions to access this resource or perform this operation.""} -Cleo Feb 2026"
harvest_04b-24021,04b-24021,Harvest record for Frederick County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-fcgmd.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04b-24021,,
harvest_04b-24025,04b-24025,Harvest record for Harford County Planning and Zoning Open GIS,Harvest record - temporary,Series,draft,ArcGIS Hub,https://harford-county-gis-hub-harfordgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04b-24025,,
harvest_04b-24031,04b-24031,Harvest record for Montgomery County GIS Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata-mcgov-gis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04b-24031,,
harvest_04c-01,04c-01,Harvest record for Open Data DC,Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata.dc.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04c-01,,
harvest_04c-02,04c-02,Harvest record for Open Baltimore,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data.baltimorecity.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04c-02,,
harvest_04f-01,04f-01,Harvest record for Delaware Valley Regional Planning Commission (DVRPC),Harvest record - temporary,Series,draft,ArcGIS Hub,https://dvrpc-dvrpcgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,04f-01,,
harvest_05b-27007,05b-27007,Harvest record for Beltrami County Open GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://bemidji-beltramicounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27007,,
harvest_05b-27011,05b-27011,Harvest record for Big Stone County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-bigstonecounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27011,,
harvest_05b-27019,05b-27019,Harvest record for Carver County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,http://data-carver.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27019,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 05b-27019: 500 Server Error: Internal Server Error for url: https://data-carver.opendata.arcgis.com/api/feed/dcat-us/1.1.json -Cleo Feb 2026"
harvest_05b-27023,05b-27023,Harvest record for Chippewa County Open GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-chippewa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27023,,
harvest_05b-27027,05b-27027,Harvest record for Clay County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-claycountymn.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27027,,
harvest_05b-27031,05b-27031,Harvest record for Cook County Open GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-portal-cookcountymn.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27031,,
harvest_05b-27035,05b-27035,Harvest record for Crow Wing County GIS Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-cwccm.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27035,,
harvest_05b-27041,05b-27041,Harvest record for Douglas County Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-dcpw.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27041,,
harvest_05b-27051,05b-27051,Harvest record for Grant County Open Data Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-co-grant-mn-us.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27051,,
harvest_05b-27053,05b-27053,Harvest record for Hennepin County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-hennepin.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27053,,
harvest_05b-27057,05b-27057,Harvest record for Hubbard County Open Geospatial Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://maps-hubbardcounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27057,,
harvest_05b-27059,05b-27059,Harvest record for Isanti County Geospatial Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-pottcounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27059,,
harvest_05b-27083,05b-27083,"Harvest record for Lyon County, MN Mapping Hub",Harvest record - temporary,Series,draft,ArcGIS Hub,https://maps-lyonmn.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27083,,
harvest_05b-27099,05b-27099,Harvest record for Mower County Geospatial Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://geospatial-hub-mowercountymn.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27099,,
harvest_05b-27111,05b-27111,Harvest record for Otter Tail County Maps and Data Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata-otcgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27111,,
harvest_05b-27117,05b-27117,Harvest record for Pipestone County Land Records Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://landrecords-pipestone.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27117,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26"
harvest_05b-27119,05b-27119,Harvest record for Polk County GIS Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-pcg.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27119,,
harvest_05b-27121,05b-27121,Harvest record for Pope County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-popecounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27121,,
harvest_05b-27123,05b-27123,Harvest record for Ramsey County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-ramseygis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27123,,
harvest_05b-27129,05b-27129,Harvest record for Renville County Open GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-renvilleco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27129,,
harvest_05b-27137,05b-27137,Harvest record for Saint Louis County GIS & Mapping,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-slcgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27137,,
harvest_05b-27139,05b-27139,Harvest record for Scott County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://open-data-scottcounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27139,,
harvest_05b-27141,05b-27141,Harvest record for Sherburne County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-sherburnegis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27141,,
harvest_05b-27145,05b-27145,Harvest record for Stearns County GIS Data for Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://stearns-county-gis-stearns.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27145,,
harvest_05b-27149,05b-27149,Harvest record for Stevens County Geospatial Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://geospatial-hub-stevens-county.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27149,,
harvest_05b-27155,05b-27155,Harvest record for Traverse County Open GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-traversecountymn.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27155,,
harvest_05b-27163,05b-27163,Harvest record for Washington County MN Geospatial Maps and Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://washington-county-mn-geospatial-maps-and-data-wcmn.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27163,,
harvest_05b-27167,05b-27167,"Harvest record for Wilkin County, Minnesota Open Data",Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-wilkinco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27167,,
harvest_05b-27173,05b-27173,Harvest record for Yellow Medicine County Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-yellowmedicine.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05b-27173,,
harvest_05c-01,05c-01,Harvest record for Open Data Minneapolis,Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata.minneapolismn.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05c-01,,
harvest_05c-02,05c-02,Harvest record for City of Saint Paul GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://information.stpaul.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05c-02,,
harvest_05c-03,05c-03,Harvest record for City of Duluth GeoHub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://geohub-duluthmn.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05c-03,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26"
harvest_05f-01,05f-01,Harvest record for Three Rivers Park District Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis.threeriversparks.org/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,05f-01,,
harvest_06a-01,06a-01,Harvest record for State of Michigan Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,http://gis-michigan.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,06a-01,,
harvest_06a-02,06a-02,Harvest record for Michigan DNR Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-midnr.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,06a-02,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: Error fetching 06a-02: 500 Server Error: Internal Server Error for url: https://gis-midnr.opendata.arcgis.com/api/feed/dcat-us/1.1.json -Cleo Feb 2026"
harvest_06b-26125,06b-26125,"Harvest record for Oakland County, MI Open data",Harvest record - temporary,Series,draft,ArcGIS Hub,http://accessoakland.oakgov.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,06b-26125,,
harvest_06f-01,06f-01,Harvest record for SEMCOG Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,http://maps-semcog.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,06f-01,,
harvest_07b-26161,07b-26161,"Harvest record for Washtenaw County, Michigan Open Data",Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-washtenaw.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,07b-26161,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26"
harvest_07c-01,07c-01,Harvest record for Detroit Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data.detroitmi.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,07c-01,,
harvest_07c-03,07c-03,"Harvest record for Grand Rapids, Michigan Open Data",Harvest record - temporary,Series,draft,ArcGIS Hub,https://grdata-grandrapids.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,07c-03,,
harvest_07c-04,07c-04,Harvest record for MapFlint Data Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://mapflint-umich.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,07c-04,no children,"Hub site is working and the harvest script doesn't return an error for this endpoint, but API feed is blank. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo, Feb 2026"
harvest_07d-02,07d-02,Harvest record for UM Matthaei Botanical Gardens and Nichols Arboretum,Harvest record - temporary,Series,draft,ArcGIS Hub,https://mbgna-umich.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,07d-02,,
harvest_08a-02,08a-02,Harvest record for Pennsylvania Department of Conservation and Natural Resources Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://newdata-dcnr.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08a-02,,
harvest_08a-03,08a-03,Harvest record for Pennsylvania Department of Environmental Protection,Harvest record - temporary,Series,draft,ArcGIS Hub,https://newdata-padep-1.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08a-03,,
harvest_08b-42003,08b-42003,Harvest record for Allegheny County GIS Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://openac-alcogis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08b-42003,,
harvest_08b-42027,08b-42027,Harvest record for Centre County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,http://gisdata-centrecountygov.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08b-42027,,
